name;movie_count;link
Peter Jackson;3;/director/peter-jackson/
Satoshi Kon;3;/director/satoshi-kon/
Ti West;3;/director/ti-west/
Andy Sidaris;2;/director/andy-sidaris/
Daniel Kwan;2;/director/daniel-kwan-2/
Daniel Scheinert;2;/director/daniel-scheinert/
Denis Villeneuve;2;/director/denis-villeneuve/
James Whale;2;/director/james-whale/
Joel Coen;2;/director/joel-coen/
Paul King;2;/director/paul-king/
Robert Eggers;2;/director/robert-eggers/
Sam Raimi;2;/director/sam-raimi/
