movies_watched;minutes_watched;hours_watched;days_watched;avg_movie_length;name_longest_movie;duration_longest_movie;name_shortest_movie;duration_shortest_movie;avg_lbxd_rating;best_lbxd_rating;worst_lbxd_rating
127;13519;225.32;9.39;106.45;The Lord of the Rings: The Return of the King;201;Meshes of the Afternoon;14;3.7;The Lord of the Rings: The Return of the King;Cats
