name;role;link;film_id;film_title
Katsuro Onoue;visual-effects;/visual-effects/katsuro-onoue/;241920;Shin Godzilla
Hideaki Anno;visual-effects;/visual-effects/hideaki-anno/;241920;Shin Godzilla
Takayuki Takeya;visual-effects;/visual-effects/takayuki-takeya/;241920;Shin Godzilla
Mahiro Maeda;visual-effects;/visual-effects/mahiro-maeda/;241920;Shin Godzilla
Takeshi Yamazaki;visual-effects;/visual-effects/takeshi-yamazaki-2/;241920;Shin Godzilla
Hideaki Anno;title-design;/title-design/hideaki-anno/;241920;Shin Godzilla
Mao Asô;stunts;/stunts/mao-aso/;241920;Shin Godzilla
Hiroki Ezawa;stunts;/stunts/hiroki-ezawa/;241920;Shin Godzilla
Akira Ifukube;composer;/composer/akira-ifukube/;241920;Shin Godzilla
Shiro Sagisu;composer;/composer/shiro-sagisu/;241920;Shin Godzilla
Mike Wyzgowski;songs;/songs/mike-wyzgowski/;241920;Shin Godzilla
Jun Nakamura;sound;/sound/jun-nakamura/;241920;Shin Godzilla
Haru Yamada;sound;/sound/haru-yamada/;241920;Shin Godzilla
Hideaki Anno;sound;/sound/hideaki-anno/;241920;Shin Godzilla
Rie Suda;makeup;/makeup/rie-suda/;241920;Shin Godzilla
Yûya Maeda;hairstyling;/hairstyling/yuya-maeda/;241920;Shin Godzilla
George Cukor;director;/director/george-cukor/;43812;Gaslight
Arthur Hornblow Jr.;producer;/producer/arthur-hornblow-jr/;43812;Gaslight
Walter Reisch;writer;/writer/walter-reisch/;43812;Gaslight
John L. Balderston;writer;/writer/john-l-balderston/;43812;Gaslight
John Van Druten;writer;/writer/john-van-druten/;43812;Gaslight
Patrick Hamilton;original-writer;/original-writer/patrick-hamilton/;43812;Gaslight
Ralph E. Winters;editor;/editor/ralph-e-winters/;43812;Gaslight
Joseph Ruttenberg;cinematography;/cinematography/joseph-ruttenberg/;43812;Gaslight
Jack Greenwood;assistant-director;/assistant-director/jack-greenwood/;43812;Gaslight
Harry Stradling Jr.;additional-photography;/additional-photography/harry-stradling-jr/;43812;Gaslight
Cedric Gibbons;art-direction;/art-direction/cedric-gibbons/;43812;Gaslight
William Ferrari;art-direction;/art-direction/william-ferrari/;43812;Gaslight
Edwin B. Willis;set-decoration;/set-decoration/edwin-b-willis/;43812;Gaslight
Warren Newcombe;special-effects;/special-effects/warren-newcombe/;43812;Gaslight
Bronislau Kaper;composer;/composer/bronislau-kaper/;43812;Gaslight
Douglas Shearer;sound;/sound/douglas-shearer/;43812;Gaslight
Joe Edmondson;sound;/sound/joe-edmondson/;43812;Gaslight
Irene;costume-design;/costume-design/irene/;43812;Gaslight
Jack Dawn;makeup;/makeup/jack-dawn/;43812;Gaslight
Irma Kusely;hairstyling;/hairstyling/irma-kusely/;43812;Gaslight
Wilson Yip;director;/director/wilson-yip-2/;42841;Ip Man
Raymond Wong Pak-Ming;producer;/producer/raymond-wong-pak-ming/;42841;Ip Man
An Xiaofen;producer;/producer/an-xiaofen/;42841;Ip Man
Checkley Sin Kwok-Lam;producer;/producer/checkley-sin-kwok-lam-1/;42841;Ip Man
Edmond Wong Chi-Mun;writer;/writer/edmond-wong-chi-mun/;42841;Ip Man
Chan Tai-Lee;writer;/writer/chan-tai-lee/;42841;Ip Man
Cheung Ka-Fai;editor;/editor/nick-cheung-3/;42841;Ip Man
O Sing-Pui;cinematography;/cinematography/o-sing-pui/;42841;Ip Man
Zhang Baoquan;executive-producer;/executive-producer/zhang-baoquan/;42841;Ip Man
Checkley Sin Kwok-Lam;executive-producer;/executive-producer/checkley-sin-kwok-lam-1/;42841;Ip Man
Raymond Wong Pak-Ming;executive-producer;/executive-producer/raymond-wong-pak-ming/;42841;Ip Man
Kenneth Mak;production-design;/production-design/kenneth-mak/;42841;Ip Man
Henri Wong;visual-effects;/visual-effects/henri-wong/;42841;Ip Man
Ralph Chun Ho Poon;visual-effects;/visual-effects/ralph-chun-ho-poon/;42841;Ip Man
Liu Mingzhe;stunts;/stunts/liu-mingzhe/;42841;Ip Man
Tony Leung Siu-Hung;stunts;/stunts/tony-leung-siu-hung-1/;42841;Ip Man
Sammo Hung Kam-Bo;stunts;/stunts/sammo-hung-kam-bo-2/;42841;Ip Man
Kenji Kawai;composer;/composer/kenji-kawai/;42841;Ip Man
Kinson Tsang King-Cheung;sound;/sound/kinson-tsang-king-cheung/;42841;Ip Man
Xiaozhu Long;sound;/sound/xiaozhu-long/;42841;Ip Man
Lee Pik-Kwan;costume-design;/costume-design/lee-pik-kwan-1/;42841;Ip Man
Maggie Choy Yin-Ching;makeup;/makeup/maggie-choy-yin-ching/;42841;Ip Man
Wes Craven;director;/director/wes-craven/;51708;A Nightmare on Elm Street
Robert Shaye;producer;/producer/robert-shaye/;51708;A Nightmare on Elm Street
Sara Risher;producer;/producer/sara-risher/;51708;A Nightmare on Elm Street
John Burrows;producer;/producer/john-burrows/;51708;A Nightmare on Elm Street
Wes Craven;writer;/writer/wes-craven/;51708;A Nightmare on Elm Street
Annette Benson;casting;/casting/annette-benson/;51708;A Nightmare on Elm Street
Rick Shaine;editor;/editor/rick-shaine/;51708;A Nightmare on Elm Street
Patrick McMahon;editor;/editor/patrick-mcmahon/;51708;A Nightmare on Elm Street
Jacques Haitkin;cinematography;/cinematography/jacques-haitkin/;51708;A Nightmare on Elm Street
Nicholas Batchelor;assistant-director;/assistant-director/nicholas-batchelor/;51708;A Nightmare on Elm Street
Peter C. Graupner;assistant-director;/assistant-director/peter-c-graupner/;51708;A Nightmare on Elm Street
Joseph Wolf;executive-producer;/executive-producer/joseph-wolf/;51708;A Nightmare on Elm Street
Stanley Dudelson;executive-producer;/executive-producer/stanley-dudelson/;51708;A Nightmare on Elm Street
Scott Buttfield;lighting;/lighting/scott-buttfield/;51708;A Nightmare on Elm Street
Gregg Fonseca;production-design;/production-design/gregg-fonseca/;51708;A Nightmare on Elm Street
Anne H. Ahrens;set-decoration;/set-decoration/anne-h-ahrens/;51708;A Nightmare on Elm Street
Dorree Cooper;set-decoration;/set-decoration/dorree-cooper/;51708;A Nightmare on Elm Street
Dan Perri;title-design;/title-design/dan-perri/;51708;A Nightmare on Elm Street
Cindy Wills;stunts;/stunts/cindy-wills/;51708;A Nightmare on Elm Street
Anthony Cecere;stunts;/stunts/anthony-cecere/;51708;A Nightmare on Elm Street
Jeff Habberstad;stunts;/stunts/jeff-habberstad/;51708;A Nightmare on Elm Street
Leslie Hoffman;stunts;/stunts/leslie-hoffman/;51708;A Nightmare on Elm Street
Paul Shaver;stunts;/stunts/paul-shaver/;51708;A Nightmare on Elm Street
Bruce Carson;stunts;/stunts/bruce-carson/;51708;A Nightmare on Elm Street
Don Pike;stunts;/stunts/don-pike/;51708;A Nightmare on Elm Street
Kerrie Cullen;stunts;/stunts/kerrie-cullen/;51708;A Nightmare on Elm Street
Debby Porter;stunts;/stunts/debby-porter/;51708;A Nightmare on Elm Street
Charles Bernstein;composer;/composer/charles-bernstein/;51708;A Nightmare on Elm Street
James LaRue;sound;/sound/james-larue/;51708;A Nightmare on Elm Street
Jess Soraci;sound;/sound/jess-soraci/;51708;A Nightmare on Elm Street
Jack Cooley;sound;/sound/jack-cooley/;51708;A Nightmare on Elm Street
Dana Lyman;costume-design;/costume-design/dana-lyman/;51708;A Nightmare on Elm Street
RaMona Fleetwood;hairstyling;/hairstyling/ramona-fleetwood/;51708;A Nightmare on Elm Street
Paul King;director;/director/paul-king/;92160;Paddington
David Heyman;producer;/producer/david-heyman/;92160;Paddington
James Joseph McDonald;producer;/producer/james-joseph-mcdonald/;92160;Paddington
Ben Irving;producer;/producer/ben-irving/;92160;Paddington
Paul King;writer;/writer/paul-king/;92160;Paddington
Michael Bond;original-writer;/original-writer/michael-bond-2/;92160;Paddington
Michael Bond;story;/story/michael-bond-2/;92160;Paddington
Hamish McColl;story;/story/hamish-mccoll/;92160;Paddington
Paul King;story;/story/paul-king/;92160;Paddington
Theo Park;casting;/casting/theo-park/;92160;Paddington
Nina Gold;casting;/casting/nina-gold/;92160;Paddington
Mark Everson;editor;/editor/mark-everson/;92160;Paddington
Erik Wilson;cinematography;/cinematography/erik-wilson/;92160;Paddington
Tamara King;assistant-director;/assistant-director/tamara-king/;92160;Paddington
Tim Webber;additional-directing;/additional-directing/tim-webber/;92160;Paddington
Michael Hirsh;executive-producer;/executive-producer/michael-hirsh-1/;92160;Paddington
Alexandra Ferguson;executive-producer;/executive-producer/alexandra-ferguson/;92160;Paddington
Olivier Courson;executive-producer;/executive-producer/olivier-courson/;92160;Paddington
Harvey Weinstein;executive-producer;/executive-producer/harvey-weinstein/;92160;Paddington
Ron Halpern;executive-producer;/executive-producer/ron-halpern/;92160;Paddington
Jeffrey Clifford;executive-producer;/executive-producer/jeffrey-clifford/;92160;Paddington
Bob Weinstein;executive-producer;/executive-producer/bob-weinstein/;92160;Paddington
Rosie Alison;executive-producer;/executive-producer/rosie-alison/;92160;Paddington
Julian Hutchens;lighting;/lighting/julian-hutchens/;92160;Paddington
Marine Poirson;lighting;/lighting/marine-poirson/;92160;Paddington
Paul Beilby;lighting;/lighting/paul-beilby/;92160;Paddington
Andy Lowe;lighting;/lighting/andy-lowe/;92160;Paddington
Sol Saihati;lighting;/lighting/sol-saihati/;92160;Paddington
Vince McGahon;camera-operator;/camera-operator/vince-mcgahon/;92160;Paddington
Gary Williamson;production-design;/production-design/gary-williamson/;92160;Paddington
Choi Ho Man;art-direction;/art-direction/choi-ho-man/;92160;Paddington
Daniel Swingler;art-direction;/art-direction/daniel-swingler/;92160;Paddington
Steven Lawrence;art-direction;/art-direction/steven-lawrence/;92160;Paddington
Sue Whitaker;art-direction;/art-direction/sue-whitaker/;92160;Paddington
Justin Brown;art-direction;/art-direction/justin-brown-4/;92160;Paddington
Cathy Cosgrove;set-decoration;/set-decoration/cathy-cosgrove/;92160;Paddington
Hannah Wilson;special-effects;/special-effects/hannah-wilson-2/;92160;Paddington
Sam Kissick;special-effects;/special-effects/sam-kissick/;92160;Paddington
Norman Malcolm Smith;special-effects;/special-effects/norman-malcolm-smith/;92160;Paddington
Karen Holt;special-effects;/special-effects/karen-holt/;92160;Paddington
Aaron Parrott;special-effects;/special-effects/aaron-parrott/;92160;Paddington
Dan Massett;special-effects;/special-effects/dan-massett/;92160;Paddington
Anelia Asparuhova;visual-effects;/visual-effects/anelia-asparuhova/;92160;Paddington
Warwick Hewett;visual-effects;/visual-effects/warwick-hewett/;92160;Paddington
Jon Capleton;visual-effects;/visual-effects/jon-capleton/;92160;Paddington
Izzy Field;visual-effects;/visual-effects/izzy-field/;92160;Paddington
Mitch Crease;visual-effects;/visual-effects/mitch-crease/;92160;Paddington
Marieke Franzen;visual-effects;/visual-effects/marieke-franzen/;92160;Paddington
Matthew Chandler;visual-effects;/visual-effects/matthew-chandler/;92160;Paddington
Andrew Hunt;visual-effects;/visual-effects/andrew-hunt-1/;92160;Paddington
Christian Kaestner;visual-effects;/visual-effects/christian-kaestner/;92160;Paddington
Mathieu Vig;visual-effects;/visual-effects/mathieu-vig/;92160;Paddington
Brad Silby;visual-effects;/visual-effects/brad-silby/;92160;Paddington
Alfonso Sicilia;visual-effects;/visual-effects/alfonso-sicilia/;92160;Paddington
Chris Hurtt;visual-effects;/visual-effects/chris-hurtt/;92160;Paddington
Amanda Dague;visual-effects;/visual-effects/amanda-dague/;92160;Paddington
Laurent Laban;visual-effects;/visual-effects/laurent-laban/;92160;Paddington
Michael Brunet;visual-effects;/visual-effects/michael-brunet-1/;92160;Paddington
Zarene Dallas;stunts;/stunts/zarene-dallas/;92160;Paddington
Lee Sheward;stunts;/stunts/lee-sheward/;92160;Paddington
Lee Bagley;stunts;/stunts/lee-bagley/;92160;Paddington
Nic Goodey;stunts;/stunts/nic-goodey/;92160;Paddington
Casey Michaels;stunts;/stunts/casey-michaels/;92160;Paddington
Nick Urata;composer;/composer/nick-urata/;92160;Paddington
Paul Paragon;sound;/sound/paul-paragon/;92160;Paddington
Danny Hambrook;sound;/sound/danny-hambrook/;92160;Paddington
John Hayes;sound;/sound/john-hayes-2/;92160;Paddington
Sotiris Loukatos;sound;/sound/sotiris-loukatos/;92160;Paddington
Glen Gathard;sound;/sound/glen-gathard/;92160;Paddington
Andy Nelson;sound;/sound/andy-nelson-1/;92160;Paddington
Glenn Freemantle;sound;/sound/glenn-freemantle/;92160;Paddington
Peter Burgis;sound;/sound/peter-burgis/;92160;Paddington
Peter Hanson;sound;/sound/peter-hanson-2/;92160;Paddington
Ian Tapp;sound;/sound/ian-tapp/;92160;Paddington
Jack Stew;sound;/sound/jack-stew-1/;92160;Paddington
Niv Adiri;sound;/sound/niv-adiri/;92160;Paddington
Dillon Bennett;sound;/sound/dillon-bennett/;92160;Paddington
Danny Freemantle;sound;/sound/danny-freemantle/;92160;Paddington
Lindy Hemming;costume-design;/costume-design/lindy-hemming/;92160;Paddington
Ann Fenton;makeup;/makeup/ann-fenton/;92160;Paddington
Graham Johnston;makeup;/makeup/graham-johnston/;92160;Paddington
Chris Lyons;makeup;/makeup/chris-lyons-1/;92160;Paddington
Graham Johnston;hairstyling;/hairstyling/graham-johnston/;92160;Paddington
Paul King;director;/director/paul-king/;277023;Paddington 2
David Heyman;producer;/producer/david-heyman/;277023;Paddington 2
Paul King;writer;/writer/paul-king/;277023;Paddington 2
Simon Farnaby;writer;/writer/simon-farnaby/;277023;Paddington 2
Jon Croker;writer;/writer/jon-croker/;277023;Paddington 2
Michael Bond;original-writer;/original-writer/michael-bond-2/;277023;Paddington 2
Nina Gold;casting;/casting/nina-gold/;277023;Paddington 2
Lauren Evans;casting;/casting/lauren-evans-2/;277023;Paddington 2
Jonathan Amos;editor;/editor/jonathan-amos/;277023;Paddington 2
Mark Everson;editor;/editor/mark-everson/;277023;Paddington 2
Erik Wilson;cinematography;/cinematography/erik-wilson/;277023;Paddington 2
Jack Ravenscroft;assistant-director;/assistant-director/jack-ravenscroft/;277023;Paddington 2
James Manning;assistant-director;/assistant-director/james-manning-2/;277023;Paddington 2
Ron Halpern;executive-producer;/executive-producer/ron-halpern/;277023;Paddington 2
Rosie Alison;executive-producer;/executive-producer/rosie-alison/;277023;Paddington 2
Jeffrey Clifford;executive-producer;/executive-producer/jeffrey-clifford/;277023;Paddington 2
Alexandra Ferguson;executive-producer;/executive-producer/alexandra-ferguson/;277023;Paddington 2
Didier Lupfer;executive-producer;/executive-producer/didier-lupfer/;277023;Paddington 2
Ewan Cassidy;lighting;/lighting/ewan-cassidy/;277023;Paddington 2
Julian Morson;camera-operator;/camera-operator/julian-morson/;277023;Paddington 2
Gary Williamson;production-design;/production-design/gary-williamson/;277023;Paddington 2
Lorna Houlihan;art-direction;/art-direction/lorna-houlihan/;277023;Paddington 2
Alice Walker;art-direction;/art-direction/alice-walker-4/;277023;Paddington 2
Andrea Borland;art-direction;/art-direction/andrea-borland/;277023;Paddington 2
Gareth Cousins;art-direction;/art-direction/gareth-cousins/;277023;Paddington 2
Elo Soode;art-direction;/art-direction/elo-soode/;277023;Paddington 2
Oliver Benson;art-direction;/art-direction/oliver-benson/;277023;Paddington 2
Patrick Rolfe;art-direction;/art-direction/patrick-rolfe/;277023;Paddington 2
James Price;art-direction;/art-direction/james-price/;277023;Paddington 2
Cathy Cosgrove;set-decoration;/set-decoration/cathy-cosgrove/;277023;Paddington 2
Alexander T.H. Browne;visual-effects;/visual-effects/alexander-th-browne/;277023;Paddington 2
Chris Upson;visual-effects;/visual-effects/chris-upson/;277023;Paddington 2
Katie Anna Brady;visual-effects;/visual-effects/katie-anna-brady/;277023;Paddington 2
Stuart Penn;visual-effects;/visual-effects/stuart-penn/;277023;Paddington 2
Aulo Licinio;visual-effects;/visual-effects/aulo-licinio/;277023;Paddington 2
Tolga Kenan;stunts;/stunts/tolga-kenan/;277023;Paddington 2
Belinda McGinley;stunts;/stunts/belinda-mcginley/;277023;Paddington 2
Nathan Whatton;stunts;/stunts/nathan-whatton/;277023;Paddington 2
William Willoughby;stunts;/stunts/william-willoughby/;277023;Paddington 2
Tracey Eddon;stunts;/stunts/tracey-eddon/;277023;Paddington 2
Phil Lonergan;stunts;/stunts/phil-lonergan/;277023;Paddington 2
Sarah Lochlan;stunts;/stunts/sarah-lochlan/;277023;Paddington 2
Amanda Foster;stunts;/stunts/amanda-foster/;277023;Paddington 2
Laurent Plancel;stunts;/stunts/laurent-plancel/;277023;Paddington 2
Mens-Sana Tamakloe;stunts;/stunts/mens-sana-tamakloe/;277023;Paddington 2
Steen Young;stunts;/stunts/steen-young/;277023;Paddington 2
Felix Leech;stunts;/stunts/felix-leech/;277023;Paddington 2
Robert Hladik;stunts;/stunts/robert-hladik/;277023;Paddington 2
Rick English;stunts;/stunts/rick-english/;277023;Paddington 2
Jo McLaren;stunts;/stunts/jo-mclaren/;277023;Paddington 2
Lucy-Jayne Murray;stunts;/stunts/lucy-jayne-murray/;277023;Paddington 2
Dario Marianelli;composer;/composer/dario-marianelli/;277023;Paddington 2
Nick Freemantle;sound;/sound/nick-freemantle/;277023;Paddington 2
Rob Malone;sound;/sound/rob-malone-1/;277023;Paddington 2
Dayo James;sound;/sound/dayo-james/;277023;Paddington 2
Lilly Blazewicz;sound;/sound/lilly-blazewicz/;277023;Paddington 2
Peter Burgis;sound;/sound/peter-burgis/;277023;Paddington 2
Glen Gathard;sound;/sound/glen-gathard/;277023;Paddington 2
Martin Beresford;sound;/sound/martin-beresford/;277023;Paddington 2
Adam Laschinger;sound;/sound/adam-laschinger/;277023;Paddington 2
Glenn Freemantle;sound;/sound/glenn-freemantle/;277023;Paddington 2
Timothy Everest;costume-design;/costume-design/timothy-everest/;277023;Paddington 2
Lindy Hemming;costume-design;/costume-design/lindy-hemming/;277023;Paddington 2
Chris Lyons;makeup;/makeup/chris-lyons-1/;277023;Paddington 2
Christine Blundell;makeup;/makeup/christine-blundell/;277023;Paddington 2
Sophie Finch;makeup;/makeup/sophie-finch/;277023;Paddington 2
Scarlett McPherson;makeup;/makeup/scarlett-mcpherson/;277023;Paddington 2
Rebecca Hadfield;makeup;/makeup/rebecca-hadfield/;277023;Paddington 2
Ray Marston;hairstyling;/hairstyling/ray-marston/;277023;Paddington 2
Christine Blundell;hairstyling;/hairstyling/christine-blundell/;277023;Paddington 2
Claire Matthews;hairstyling;/hairstyling/claire-matthews/;277023;Paddington 2
Scarlett McPherson;hairstyling;/hairstyling/scarlett-mcpherson/;277023;Paddington 2
John Waters;director;/director/john-waters-2/;45649;Hairspray
Stanley F. Buchthal;producer;/producer/stanley-f-buchthal/;45649;Hairspray
Pat Moran;producer;/producer/pat-moran/;45649;Hairspray
Rachel Talalay;producer;/producer/rachel-talalay/;45649;Hairspray
John Waters;producer;/producer/john-waters-2/;45649;Hairspray
John Waters;writer;/writer/john-waters-2/;45649;Hairspray
Mary Colquhoun;casting;/casting/mary-colquhoun/;45649;Hairspray
Pat Moran;casting;/casting/pat-moran/;45649;Hairspray
Janice Hampton;editor;/editor/janice-hampton/;45649;Hairspray
Charles Roggero;editor;/editor/charles-roggero/;45649;Hairspray
David Insley;cinematography;/cinematography/david-insley/;45649;Hairspray
Steve Apicella;assistant-director;/assistant-director/steve-apicella/;45649;Hairspray
Sara Risher;executive-producer;/executive-producer/sara-risher/;45649;Hairspray
Robert Shaye;executive-producer;/executive-producer/robert-shaye/;45649;Hairspray
Vincent Peranio;production-design;/production-design/vincent-peranio/;45649;Hairspray
Vincent Peranio;art-direction;/art-direction/vincent-peranio/;45649;Hairspray
Edward Love;choreography;/choreography/edward-love/;45649;Hairspray
Kenny Vance;composer;/composer/kenny-vance/;45649;Hairspray
Rachel Sweet;songs;/songs/rachel-sweet/;45649;Hairspray
Rick Angelella;sound;/sound/rick-angelella/;45649;Hairspray
Jeffrey J. Haboush;sound;/sound/jeffrey-j-haboush/;45649;Hairspray
Greg P. Russell;sound;/sound/greg-p-russell/;45649;Hairspray
Peter Foster;sound;/sound/peter-foster-1/;45649;Hairspray
Hamilton Sterling;sound;/sound/hamilton-sterling/;45649;Hairspray
Van Smith;costume-design;/costume-design/van-smith/;45649;Hairspray
Nancy Broadfoot;makeup;/makeup/nancy-broadfoot/;45649;Hairspray
Chuckie Dennis;makeup;/makeup/chuckie-dennis/;45649;Hairspray
Van Smith;makeup;/makeup/van-smith/;45649;Hairspray
Bridgid Hoover;hairstyling;/hairstyling/bridgid-hoover/;45649;Hairspray
Christine Mason;hairstyling;/hairstyling/christine-mason/;45649;Hairspray
Bonnie Walker;hairstyling;/hairstyling/bonnie-walker/;45649;Hairspray
Patricia Wintermeyer;hairstyling;/hairstyling/patricia-wintermeyer/;45649;Hairspray
Danny Boyle;director;/director/danny-boyle/;51881;28 Days Later
Andrew Macdonald;producer;/producer/andrew-macdonald/;51881;28 Days Later
Alex Garland;writer;/writer/alex-garland/;51881;28 Days Later
Gail Stevens;casting;/casting/gail-stevens/;51881;28 Days Later
Chris Gill;editor;/editor/chris-gill/;51881;28 Days Later
Anthony Dod Mantle;cinematography;/cinematography/anthony-dod-mantle/;51881;28 Days Later
Sara Desmond;assistant-director;/assistant-director/sara-desmond/;51881;28 Days Later
Thomas Neivelt;lighting;/lighting/thomas-neivelt/;51881;28 Days Later
Marcel Zyskind;camera-operator;/camera-operator/marcel-zyskind/;51881;28 Days Later
Bob Shipsey;camera-operator;/camera-operator/bob-shipsey/;51881;28 Days Later
Mark Tildesley;production-design;/production-design/mark-tildesley/;51881;28 Days Later
Rod Gorwood;art-direction;/art-direction/rod-gorwood/;51881;28 Days Later
Denis Schnegg;art-direction;/art-direction/denis-schnegg/;51881;28 Days Later
Patrick Rolfe;art-direction;/art-direction/patrick-rolfe/;51881;28 Days Later
Mark Digby;art-direction;/art-direction/mark-digby/;51881;28 Days Later
Fanny Taylor;set-decoration;/set-decoration/fanny-taylor/;51881;28 Days Later
Sam Conway;special-effects;/special-effects/sam-conway/;51881;28 Days Later
Nick Powell;stunts;/stunts/nick-powell/;51881;28 Days Later
Gary Powell;stunts;/stunts/gary-powell-1/;51881;28 Days Later
George Cottle;stunts;/stunts/george-cottle/;51881;28 Days Later
Tom Aitken;stunts;/stunts/tom-aitken/;51881;28 Days Later
Rowley Irlam;stunts;/stunts/rowley-irlam/;51881;28 Days Later
Leonard Woodcock;stunts;/stunts/leonard-woodcock/;51881;28 Days Later
John Murphy;composer;/composer/john-murphy/;51881;28 Days Later
Ruth Sullivan;sound;/sound/ruth-sullivan-2/;51881;28 Days Later
Felicity Cottrell;sound;/sound/felicity-cottrell/;51881;28 Days Later
Glenn Freemantle;sound;/sound/glenn-freemantle/;51881;28 Days Later
Ricky Butt;sound;/sound/ricky-butt-1/;51881;28 Days Later
John Rodda;sound;/sound/john-rodda/;51881;28 Days Later
Ruth Sullivan;sound;/sound/ruth-sullivan-3/;51881;28 Days Later
Rachael Fleming;costume-design;/costume-design/rachael-fleming/;51881;28 Days Later
Adrian Getley;makeup;/makeup/adrian-getley/;51881;28 Days Later
Ian Morse;makeup;/makeup/ian-morse/;51881;28 Days Later
Lisa Crawley;makeup;/makeup/lisa-crawley/;51881;28 Days Later
Barrie Gower;makeup;/makeup/barrie-gower/;51881;28 Days Later
Andy Garner;makeup;/makeup/andy-garner/;51881;28 Days Later
Sallie Jaye;makeup;/makeup/sallie-jaye/;51881;28 Days Later
John Schoonraad;makeup;/makeup/john-schoonraad/;51881;28 Days Later
Sian Grigg;makeup;/makeup/sian-grigg/;51881;28 Days Later
Dee Sherwood Wallace;makeup;/makeup/dee-sherwood-wallace/;51881;28 Days Later
Anthony Parker;makeup;/makeup/anthony-parker/;51881;28 Days Later
Tristan Schoonraad;makeup;/makeup/tristan-schoonraad/;51881;28 Days Later
Miho Suzuki;makeup;/makeup/miho-suzuki-3/;51881;28 Days Later
Justin Pitkethley;makeup;/makeup/justin-pitkethley/;51881;28 Days Later
Kate Hill;makeup;/makeup/kate-hill/;51881;28 Days Later
Robin Schoonraad;makeup;/makeup/robin-schoonraad/;51881;28 Days Later
Chris Lyons;makeup;/makeup/chris-lyons-1/;51881;28 Days Later
Norma Webb;makeup;/makeup/norma-webb/;51881;28 Days Later
Cliff Wallace;makeup;/makeup/cliff-wallace/;51881;28 Days Later
Michael Sarnoski;director;/director/michael-sarnoski/;561763;Pig
Kyle Eaton;producer;/producer/kyle-eaton/;561763;Pig
Thomas Benski;producer;/producer/thomas-benski/;561763;Pig
Nicolas Cage;producer;/producer/nicolas-cage/;561763;Pig
David Carrico;producer;/producer/david-carrico/;561763;Pig
Vanessa Block;producer;/producer/vanessa-block/;561763;Pig
Ben Giladi;producer;/producer/ben-giladi/;561763;Pig
Adam Paulsen;producer;/producer/adam-paulsen/;561763;Pig
Dori A. Rath;producer;/producer/dori-a-rath/;561763;Pig
Joseph Restaino;producer;/producer/joseph-restaino/;561763;Pig
Steve Tisch;producer;/producer/steve-tisch/;561763;Pig
Dimitra Tsingou;producer;/producer/dimitra-tsingou/;561763;Pig
Michael Sarnoski;writer;/writer/michael-sarnoski/;561763;Pig
Michael Sarnoski;story;/story/michael-sarnoski/;561763;Pig
Vanessa Block;story;/story/vanessa-block/;561763;Pig
Simon Max Hill;casting;/casting/simon-max-hill/;561763;Pig
Lexi Morsch;casting;/casting/lexi-morsch/;561763;Pig
Brett W. Bachman;editor;/editor/brett-w-bachman/;561763;Pig
Patrick Scola;cinematography;/cinematography/patrick-scola/;561763;Pig
Kiya Entwisle;assistant-director;/assistant-director/kiya-entwisle/;561763;Pig
Michael A. Toscano;assistant-director;/assistant-director/michael-a-toscano/;561763;Pig
Danny Cohen;executive-producer;/executive-producer/danny-cohen-3/;561763;Pig
Marisa Clifford;executive-producer;/executive-producer/marisa-clifford/;561763;Pig
Tim O'Shea;executive-producer;/executive-producer/tim-oshea-1/;561763;Pig
Yara Shoemaker;executive-producer;/executive-producer/yara-shoemaker/;561763;Pig
Michael Diamond;executive-producer;/executive-producer/michael-diamond-3/;561763;Pig
Robert Bartner;executive-producer;/executive-producer/robert-bartner/;561763;Pig
Len Blavatnik;executive-producer;/executive-producer/len-blavatnik/;561763;Pig
Aviv Giladi;executive-producer;/executive-producer/aviv-giladi/;561763;Pig
Vince Holden;executive-producer;/executive-producer/vince-holden/;561763;Pig
Michael Sarnoski;executive-producer;/executive-producer/michael-sarnoski/;561763;Pig
Bobby Hoppey;executive-producer;/executive-producer/bobby-hoppey/;561763;Pig
Jake Lyon;lighting;/lighting/jake-lyon/;561763;Pig
Tyler B. Robinson;production-design;/production-design/tyler-b-robinson/;561763;Pig
Gwen Hopman-Damon;set-decoration;/set-decoration/gwen-hopman-damon/;561763;Pig
Katherine Isom;set-decoration;/set-decoration/katherine-isom/;561763;Pig
Jade Harris;set-decoration;/set-decoration/jade-harris-3/;561763;Pig
Kai Shelton;special-effects;/special-effects/kai-shelton/;561763;Pig
Mike Uguccioni;visual-effects;/visual-effects/mike-uguccioni/;561763;Pig
Brady Romberg;stunts;/stunts/brady-romberg/;561763;Pig
Kent W. Luttrell;stunts;/stunts/kent-w-luttrell/;561763;Pig
Lex Damis;stunts;/stunts/lex-damis/;561763;Pig
Alexis Grapsas;composer;/composer/alexis-grapsas/;561763;Pig
Philip Klein;composer;/composer/philip-klein-1/;561763;Pig
Lorita de la Cerna;sound;/sound/lorita-de-la-cerna/;561763;Pig
Christian Dolan;sound;/sound/christian-dolan/;561763;Pig
Demetri Evdoxiadis;sound;/sound/demetri-evdoxiadis/;561763;Pig
Erika Koski;sound;/sound/erika-koski/;561763;Pig
Raymond Park;sound;/sound/raymond-park/;561763;Pig
G.W. Pope III;sound;/sound/gw-pope-iii/;561763;Pig
Amanda Zohar;sound;/sound/amanda-zohar/;561763;Pig
Jayme Hansen;costume-design;/costume-design/jayme-hansen/;561763;Pig
