letterboxd_id;letterboxd_shorttitle;letterboxd_longtitle;letterboxd_slug;tmdb_id;release_year;duration;avg_rating;letterboxd_url;tmdb_url;imdb_url
269358;Loving Vincent;Loving Vincent (2017);loving-vincent;339877;2017;95;3.97;https://letterboxd.com/film/loving-vincent/;https://www.themoviedb.org/movie/339877/;http://www.imdb.com/title/tt3262342/maindetails
333310;The Killing of a Sacred Deer;The Killing of a Sacred Deer (2017);the-killing-of-a-sacred-deer;399057;2017;121;3.73;https://letterboxd.com/film/the-killing-of-a-sacred-deer/;https://www.themoviedb.org/movie/399057/;http://www.imdb.com/title/tt5715874/maindetails
271436;How to Talk to Girls at Parties;How to Talk to Girls at Parties (2017);how-to-talk-to-girls-at-parties;341689;2017;103;2.94;https://letterboxd.com/film/how-to-talk-to-girls-at-parties/;https://www.themoviedb.org/movie/341689/;http://www.imdb.com/title/tt3859310/maindetails
225027;Wonder Woman;Wonder Woman (2017);wonder-woman-2017;297762;2017;141;3.26;https://letterboxd.com/film/wonder-woman-2017/;https://www.themoviedb.org/movie/297762/;http://www.imdb.com/title/tt0451279/maindetails
351914;It Comes at Night;It Comes at Night (2017);it-comes-at-night;418078;2017;91;3.17;https://letterboxd.com/film/it-comes-at-night/;https://www.themoviedb.org/movie/418078/;http://www.imdb.com/title/tt4695012/maindetails
380737;Get Me Roger Stone;Get Me Roger Stone (2017);get-me-roger-stone;448448;2017;100;3.52;https://letterboxd.com/film/get-me-roger-stone/;https://www.themoviedb.org/movie/448448/;http://www.imdb.com/title/tt6714534/maindetails
387051;AlphaGo;AlphaGo (2017);alphago;455008;2017;90;3.87;https://letterboxd.com/film/alphago/;https://www.themoviedb.org/movie/455008/;http://www.imdb.com/title/tt6700846/maindetails
209322;Guardians of the Galaxy Vol. 2;Guardians of the Galaxy Vol. 2 (2017);guardians-of-the-galaxy-vol-2;283995;2017;137;3.52;https://letterboxd.com/film/guardians-of-the-galaxy-vol-2/;https://www.themoviedb.org/movie/283995/;http://www.imdb.com/title/tt3896198/maindetails
266628;The Fate of the Furious;The Fate of the Furious (2017);the-fate-of-the-furious;337339;2017;136;2.72;https://letterboxd.com/film/the-fate-of-the-furious/;https://www.themoviedb.org/movie/337339/;http://www.imdb.com/title/tt4630562/maindetails
330365;Life;Life (2017);life-2017;395992;2017;104;3.03;https://letterboxd.com/film/life-2017/;https://www.themoviedb.org/movie/395992/;http://www.imdb.com/title/tt5442430/maindetails
270477;Atomic Blonde;Atomic Blonde (2017);atomic-blonde;341013;2017;115;3.28;https://letterboxd.com/film/atomic-blonde/;https://www.themoviedb.org/movie/341013/;http://www.imdb.com/title/tt2406566/maindetails
307298;The Disaster Artist;The Disaster Artist (2017);the-disaster-artist;371638;2017;104;3.56;https://letterboxd.com/film/the-disaster-artist/;https://www.themoviedb.org/movie/371638/;http://www.imdb.com/title/tt3521126/maindetails
371122;The Work;The Work (2017);the-work;438449;2017;90;4.08;https://letterboxd.com/film/the-work/;https://www.themoviedb.org/movie/438449/;http://www.imdb.com/title/tt5836866/maindetails
268950;Baby Driver;Baby Driver (2017);baby-driver;339403;2017;113;3.71;https://letterboxd.com/film/baby-driver/;https://www.themoviedb.org/movie/339403/;http://www.imdb.com/title/tt3890160/maindetails
186549;Logan;Logan (2017);logan-2017;263115;2017;137;4.12;https://letterboxd.com/film/logan-2017/;https://www.themoviedb.org/movie/263115/;http://www.imdb.com/title/tt3315342/maindetails
367390;Araby;Araby (2017);araby-2017;434370;2017;98;3.8;https://letterboxd.com/film/araby-2017/;https://www.themoviedb.org/movie/434370/;http://www.imdb.com/title/tt6400280/maindetails
251661;John Wick: Chapter 2;John Wick: Chapter 2 (2017);john-wick-chapter-2;324552;2017;122;3.7;https://letterboxd.com/film/john-wick-chapter-2/;https://www.themoviedb.org/movie/324552/;http://www.imdb.com/title/tt4425200/maindetails
353117;Get Out;Get Out (2017);get-out-2017;419430;2017;104;4.15;https://letterboxd.com/film/get-out-2017/;https://www.themoviedb.org/movie/419430/;http://www.imdb.com/title/tt5052448/maindetails
364013;Casting JonBenet;Casting JonBenet (2017);casting-jonbenet;430826;2017;81;3.3;https://letterboxd.com/film/casting-jonbenet/;https://www.themoviedb.org/movie/430826/;http://www.imdb.com/title/tt6333052/maindetails
333029;Call Me by Your Name;Call Me by Your Name (2017);call-me-by-your-name;398818;2017;132;3.85;https://letterboxd.com/film/call-me-by-your-name/;https://www.themoviedb.org/movie/398818/;http://www.imdb.com/title/tt5726616/maindetails
330220;Wind River;Wind River (2017);wind-river-2017;395834;2017;107;3.83;https://letterboxd.com/film/wind-river-2017/;https://www.themoviedb.org/movie/395834/;http://www.imdb.com/title/tt5362988/maindetails
366068;Icarus;Icarus (2017);icarus-2017;432976;2017;121;3.94;https://letterboxd.com/film/icarus-2017/;https://www.themoviedb.org/movie/432976/;http://www.imdb.com/title/tt6333060/maindetails
198992;Passengers;Passengers (2016);passengers-2016;274870;2016;116;2.83;https://letterboxd.com/film/passengers-2016/;https://www.themoviedb.org/movie/274870/;http://www.imdb.com/title/tt1355644/maindetails
276275;Collateral Beauty;Collateral Beauty (2016);collateral-beauty;345920;2016;97;2.83;https://letterboxd.com/film/collateral-beauty/;https://www.themoviedb.org/movie/345920/;http://www.imdb.com/title/tt4682786/maindetails
258128;Rogue One: A Star Wars Story;Rogue One: A Star Wars Story (2016);rogue-one-a-star-wars-story;330459;2016;133;3.74;https://letterboxd.com/film/rogue-one-a-star-wars-story/;https://www.themoviedb.org/movie/330459/;http://www.imdb.com/title/tt3748528/maindetails
237378;The Founder;The Founder (2016);the-founder;310307;2016;115;3.4;https://letterboxd.com/film/the-founder/;https://www.themoviedb.org/movie/310307/;http://www.imdb.com/title/tt4276820/maindetails
182910;Fantastic Beasts and Where to Find Them;Fantastic Beasts and Where to Find Them (2016);fantastic-beasts-and-where-to-find-them;259316;2016;132;3.14;https://letterboxd.com/film/fantastic-beasts-and-where-to-find-them/;https://www.themoviedb.org/movie/259316/;http://www.imdb.com/title/tt3183660/maindetails
209381;Doctor Strange;Doctor Strange (2016);doctor-strange-2016;284052;2016;115;3.45;https://letterboxd.com/film/doctor-strange-2016/;https://www.themoviedb.org/movie/284052/;http://www.imdb.com/title/tt1211837/maindetails
422900;Black Mirror: Nosedive;Black Mirror: Nosedive (2016);black-mirror-nosedive;492300;2016;63;3.8;https://letterboxd.com/film/black-mirror-nosedive/;https://www.themoviedb.org/movie/492300/;http://www.imdb.com/title/tt5497778/maindetails
426149;Black Mirror: Hated in the Nation;Black Mirror: Hated in the Nation (2016);black-mirror-hated-in-the-nation;495881;2016;89;3.6;https://letterboxd.com/film/black-mirror-hated-in-the-nation/;https://www.themoviedb.org/movie/495881/;http://www.imdb.com/title/tt5709236/maindetails
478261;Black Mirror: San Junipero;Black Mirror: San Junipero (2016);black-mirror-san-junipero;;2016;61;4.14;https://letterboxd.com/film/black-mirror-san-junipero/;/;http://www.imdb.com/title/tt4538072/maindetails
353143;HyperNormalisation;HyperNormalisation (2016);hypernormalisation;419546;2016;167;4.15;https://letterboxd.com/film/hypernormalisation/;https://www.themoviedb.org/movie/419546/;http://www.imdb.com/title/tt6156350/maindetails
201909;Moana;Moana (2016);moana-2016;277834;2016;107;3.72;https://letterboxd.com/film/moana-2016/;https://www.themoviedb.org/movie/277834/;http://www.imdb.com/title/tt3521164/maindetails
316315;Split;Split (2016);split-2016;381288;2016;117;3.48;https://letterboxd.com/film/split-2016/;https://www.themoviedb.org/movie/381288/;http://www.imdb.com/title/tt4972582/maindetails
311894;The Edge of Seventeen;The Edge of Seventeen (2016);the-edge-of-seventeen;376660;2016;105;3.52;https://letterboxd.com/film/the-edge-of-seventeen/;https://www.themoviedb.org/movie/376660/;http://www.imdb.com/title/tt1878870/maindetails
345116;Amanda Knox;Amanda Knox (2016);amanda-knox;411009;2016;92;3.34;https://letterboxd.com/film/amanda-knox/;https://www.themoviedb.org/movie/411009/;http://www.imdb.com/title/tt5952332/maindetails
251872;Hacksaw Ridge;Hacksaw Ridge (2016);hacksaw-ridge;324786;2016;139;3.93;https://letterboxd.com/film/hacksaw-ridge/;https://www.themoviedb.org/movie/324786/;http://www.imdb.com/title/tt2119532/maindetails
270106;Nocturnal Animals;Nocturnal Animals (2016);nocturnal-animals;340666;2016;117;3.71;https://letterboxd.com/film/nocturnal-animals/;https://www.themoviedb.org/movie/340666/;http://www.imdb.com/title/tt4550098/maindetails
312205;Moonlight;Moonlight (2016);moonlight-2016;376867;2016;111;4.2;https://letterboxd.com/film/moonlight-2016/;https://www.themoviedb.org/movie/376867/;http://www.imdb.com/title/tt4975722/maindetails
257426;Arrival;Arrival (2016);arrival-2016;329865;2016;116;4.12;https://letterboxd.com/film/arrival-2016/;https://www.themoviedb.org/movie/329865/;http://www.imdb.com/title/tt2543164/maindetails
240344;La La Land;La La Land (2016);la-la-land;313369;2016;129;4.11;https://letterboxd.com/film/la-la-land/;https://www.themoviedb.org/movie/313369/;http://www.imdb.com/title/tt3783958/maindetails
347258;Team Thor;Team Thor (2016);team-thor;413279;2016;3;3.58;https://letterboxd.com/film/team-thor/;https://www.themoviedb.org/movie/413279/;http://www.imdb.com/title/tt6016776/maindetails
235388;War Dogs;War Dogs (2016);war-dogs-2016;308266;2016;114;3.41;https://letterboxd.com/film/war-dogs-2016/;https://www.themoviedb.org/movie/308266/;http://www.imdb.com/title/tt2005151/maindetails
225026;Suicide Squad;Suicide Squad (2016);suicide-squad-2016;297761;2016;122;2.1;https://letterboxd.com/film/suicide-squad-2016/;https://www.themoviedb.org/movie/297761/;http://www.imdb.com/title/tt1386697/maindetails
241920;Shin Godzilla;Shin Godzilla (2016);shin-godzilla-orthochromatic;315011;2016;120;3.86;https://letterboxd.com/film/shin-godzilla-orthochromatic/;https://www.themoviedb.org/movie/315011/;http://www.imdb.com/title/tt4262980/maindetails
311739;Tony Robbins: I Am Not Your Guru;Tony Robbins: I Am Not Your Guru (2016);tony-robbins-i-am-not-your-guru;376426;2016;115;3.12;https://letterboxd.com/film/tony-robbins-i-am-not-your-guru/;https://www.themoviedb.org/movie/376426/;http://www.imdb.com/title/tt5151716/maindetails
307684;Your Name.;Your Name. (2016);your-name;372058;2016;106;4.22;https://letterboxd.com/film/your-name/;https://www.themoviedb.org/movie/372058/;http://www.imdb.com/title/tt5311514/maindetails
255900;Nerve;Nerve (2016);nerve-2016;328387;2016;96;2.93;https://letterboxd.com/film/nerve-2016/;https://www.themoviedb.org/movie/328387/;http://www.imdb.com/title/tt3531824/maindetails
270476;Popstar: Never Stop Never Stopping;Popstar: Never Stop Never Stopping (2016);popstar-never-stop-never-stopping;341012;2016;86;3.6;https://letterboxd.com/film/popstar-never-stop-never-stopping/;https://www.themoviedb.org/movie/341012/;http://www.imdb.com/title/tt3960412/maindetails
223393;Me Before You;Me Before You (2016);me-before-you;296096;2016;110;3.39;https://letterboxd.com/film/me-before-you/;https://www.themoviedb.org/movie/296096/;http://www.imdb.com/title/tt2674426/maindetails
228482;The Neon Demon;The Neon Demon (2016);the-neon-demon;301365;2016;118;3.16;https://letterboxd.com/film/the-neon-demon/;https://www.themoviedb.org/movie/301365/;http://www.imdb.com/title/tt1974419/maindetails
267547;It's Only the End of the World;It's Only the End of the World (2016);its-only-the-end-of-the-world;338189;2016;98;3.52;https://letterboxd.com/film/its-only-the-end-of-the-world/;https://www.themoviedb.org/movie/338189/;http://www.imdb.com/title/tt4645368/maindetails
327909;My Life as a Zucchini;My Life as a Zucchini (2016);my-life-as-a-zucchini;393559;2016;66;4.17;https://letterboxd.com/film/my-life-as-a-zucchini/;https://www.themoviedb.org/movie/393559/;http://www.imdb.com/title/tt2321405/maindetails
269896;American Honey;American Honey (2016);american-honey;340485;2016;163;3.77;https://letterboxd.com/film/american-honey/;https://www.themoviedb.org/movie/340485/;http://www.imdb.com/title/tt3721936/maindetails
216086;The Handmaiden;The Handmaiden (2016);the-handmaiden;290098;2016;145;4.41;https://letterboxd.com/film/the-handmaiden/;https://www.themoviedb.org/movie/290098/;http://www.imdb.com/title/tt4016934/maindetails
330912;Train to Busan;Train to Busan (2016);train-to-busan;396535;2016;118;3.96;https://letterboxd.com/film/train-to-busan/;https://www.themoviedb.org/movie/396535/;http://www.imdb.com/title/tt5700672/maindetails
216301;The Nice Guys;The Nice Guys (2016);the-nice-guys;290250;2016;116;3.83;https://letterboxd.com/film/the-nice-guys/;https://www.themoviedb.org/movie/290250/;http://www.imdb.com/title/tt3799694/maindetails
172492;X-Men: Apocalypse;X-Men: Apocalypse (2016);x-men-apocalypse;246655;2016;144;2.6;https://letterboxd.com/film/x-men-apocalypse/;https://www.themoviedb.org/movie/246655/;http://www.imdb.com/title/tt3385516/maindetails
194402;Captain America: Civil War;Captain America: Civil War (2016);captain-america-civil-war;271110;2016;147;3.58;https://letterboxd.com/film/captain-america-civil-war/;https://www.themoviedb.org/movie/271110/;http://www.imdb.com/title/tt3498820/maindetails
316014;Tower;Tower (2016);tower-2016;381028;2016;82;4.01;https://letterboxd.com/film/tower-2016/;https://www.themoviedb.org/movie/381028/;http://www.imdb.com/title/tt5116410/maindetails
261891;10 Cloverfield Lane;10 Cloverfield Lane (2016);10-cloverfield-lane;333371;2016;104;3.57;https://letterboxd.com/film/10-cloverfield-lane/;https://www.themoviedb.org/movie/333371/;http://www.imdb.com/title/tt1179933/maindetails
220575;Deadpool;Deadpool (2016);deadpool;293660;2016;108;3.68;https://letterboxd.com/film/deadpool/;https://www.themoviedb.org/movie/293660/;http://www.imdb.com/title/tt1431045/maindetails
308541;Tickled;Tickled (2016);tickled;373072;2016;92;3.75;https://letterboxd.com/film/tickled/;https://www.themoviedb.org/movie/373072/;http://www.imdb.com/title/tt5278506/maindetails
263215;Captain Fantastic;Captain Fantastic (2016);captain-fantastic;334533;2016;118;3.92;https://letterboxd.com/film/captain-fantastic/;https://www.themoviedb.org/movie/334533/;http://www.imdb.com/title/tt3553976/maindetails
227787;13 Hours: The Secret Soldiers of Benghazi;13 Hours: The Secret Soldiers of Benghazi (2016);13-hours-the-secret-soldiers-of-benghazi;300671;2016;144;3.32;https://letterboxd.com/film/13-hours-the-secret-soldiers-of-benghazi/;https://www.themoviedb.org/movie/300671/;http://www.imdb.com/title/tt4172430/maindetails
312520;Derren Brown: Pushed to the Edge;Derren Brown: Pushed to the Edge (2016);derren-brown-pushed-to-the-edge;377319;2016;70;3.45;https://letterboxd.com/film/derren-brown-pushed-to-the-edge/;https://www.themoviedb.org/movie/377319/;http://www.imdb.com/title/tt5340856/maindetails
207224;The Revenant;The Revenant (2015);the-revenant-2015;281957;2015;157;3.88;https://letterboxd.com/film/the-revenant-2015/;https://www.themoviedb.org/movie/281957/;http://www.imdb.com/title/tt1663202/maindetails
107418;Star Wars: The Force Awakens;Star Wars: The Force Awakens (2015);star-wars-the-force-awakens;140607;2015;136;3.29;https://letterboxd.com/film/star-wars-the-force-awakens/;https://www.themoviedb.org/movie/140607/;http://www.imdb.com/title/tt2488496/maindetails
239260;Creed;Creed (2015);creed;312221;2015;133;3.81;https://letterboxd.com/film/creed/;https://www.themoviedb.org/movie/312221/;http://www.imdb.com/title/tt3076658/maindetails
246013;The Big Short;The Big Short (2015);the-big-short;318846;2015;131;3.82;https://letterboxd.com/film/the-big-short/;https://www.themoviedb.org/movie/318846/;http://www.imdb.com/title/tt1596363/maindetails
147597;Spectre;Spectre (2015);spectre-2015;206647;2015;148;3.17;https://letterboxd.com/film/spectre-2015/;https://www.themoviedb.org/movie/206647/;http://www.imdb.com/title/tt2379713/maindetails
223396;Bridge of Spies;Bridge of Spies (2015);bridge-of-spies;296098;2015;141;3.59;https://letterboxd.com/film/bridge-of-spies/;https://www.themoviedb.org/movie/296098/;http://www.imdb.com/title/tt3682448/maindetails
180982;The Intern;The Intern (2015);the-intern-2015;257211;2015;121;3.29;https://letterboxd.com/film/the-intern-2015/;https://www.themoviedb.org/movie/257211/;http://www.imdb.com/title/tt2361509/maindetails
283707;Closet Monster;Closet Monster (2015);closet-monster;353728;2015;90;3.57;https://letterboxd.com/film/closet-monster/;https://www.themoviedb.org/movie/353728/;http://www.imdb.com/title/tt3638396/maindetails
211511;The Martian;The Martian (2015);the-martian;286217;2015;141;3.76;https://letterboxd.com/film/the-martian/;https://www.themoviedb.org/movie/286217/;http://www.imdb.com/title/tt3659388/maindetails
261876;Eye in the Sky;Eye in the Sky (2015);eye-in-the-sky-2015;333352;2015;102;3.49;https://letterboxd.com/film/eye-in-the-sky-2015/;https://www.themoviedb.org/movie/333352/;http://www.imdb.com/title/tt2057392/maindetails
187975;Room;Room (2015);room-2015;264644;2015;118;3.97;https://letterboxd.com/film/room-2015/;https://www.themoviedb.org/movie/264644/;http://www.imdb.com/title/tt3170832/maindetails
241430;Spotlight;Spotlight (2015);spotlight;314365;2015;129;4.09;https://letterboxd.com/film/spotlight/;https://www.themoviedb.org/movie/314365/;http://www.imdb.com/title/tt1895587/maindetails
129816;Mission: Impossible – Rogue Nation;Mission: Impossible – Rogue Nation (2015);mission-impossible-rogue-nation;177677;2015;131;3.72;https://letterboxd.com/film/mission-impossible-rogue-nation/;https://www.themoviedb.org/movie/177677/;http://www.imdb.com/title/tt2381249/maindetails
259078;Sharknado 3: Oh Hell No!;Sharknado 3: Oh Hell No! (2015);sharknado-3-oh-hell-no;331446;2015;88;2.03;https://letterboxd.com/film/sharknado-3-oh-hell-no/;https://www.themoviedb.org/movie/331446/;http://www.imdb.com/title/tt3899796/maindetails
263217;The Blackcoat's Daughter;The Blackcoat's Daughter (2015);the-blackcoats-daughter;334536;2015;93;3.2;https://letterboxd.com/film/the-blackcoats-daughter/;https://www.themoviedb.org/movie/334536/;http://www.imdb.com/title/tt3286052/maindetails
212952;7 Days in Hell;7 Days in Hell (2015);7-days-in-hell;287689;2015;43;3.52;https://letterboxd.com/film/7-days-in-hell/;https://www.themoviedb.org/movie/287689/;http://www.imdb.com/title/tt3895884/maindetails
245129;Cartel Land;Cartel Land (2015);cartel-land;317952;2015;100;3.74;https://letterboxd.com/film/cartel-land/;https://www.themoviedb.org/movie/317952/;http://www.imdb.com/title/tt4126304/maindetails
83557;Ant-Man;Ant-Man (2015);ant-man;102899;2015;117;3.23;https://letterboxd.com/film/ant-man/;https://www.themoviedb.org/movie/102899/;http://www.imdb.com/title/tt0478970/maindetails
188318;Magic Mike XXL;Magic Mike XXL (2015);magic-mike-xxl;264999;2015;115;3.15;https://letterboxd.com/film/magic-mike-xxl/;https://www.themoviedb.org/movie/264999/;http://www.imdb.com/title/tt2268016/maindetails
211837;Paper Towns;Paper Towns (2015);paper-towns;286565;2015;109;2.41;https://letterboxd.com/film/paper-towns/;https://www.themoviedb.org/movie/286565/;http://www.imdb.com/title/tt3622592/maindetails
223818;Dude Bro Party Massacre III;Dude Bro Party Massacre III (2015);dude-bro-party-massacre-iii;296503;2015;101;3.34;https://letterboxd.com/film/dude-bro-party-massacre-iii/;https://www.themoviedb.org/movie/296503/;http://www.imdb.com/title/tt3699692/maindetails
104174;Jurassic World;Jurassic World (2015);jurassic-world;135397;2015;124;3.04;https://letterboxd.com/film/jurassic-world/;https://www.themoviedb.org/movie/135397/;http://www.imdb.com/title/tt0369610/maindetails
218895;Love;Love (2015);love-2015;292431;2015;134;3.15;https://letterboxd.com/film/love-2015/;https://www.themoviedb.org/movie/292431/;http://www.imdb.com/title/tt3774694/maindetails
197628;Sicario;Sicario (2015);sicario-2015;273481;2015;122;3.98;https://letterboxd.com/film/sicario-2015/;https://www.themoviedb.org/movie/273481/;http://www.imdb.com/title/tt3397884/maindetails
113284;Inside Out;Inside Out (2015);inside-out-2015;150540;2015;95;3.85;https://letterboxd.com/film/inside-out-2015/;https://www.themoviedb.org/movie/150540/;http://www.imdb.com/title/tt2096673/maindetails
241052;Green Room;Green Room (2015);green-room;313922;2015;95;3.65;https://letterboxd.com/film/green-room/;https://www.themoviedb.org/movie/313922/;http://www.imdb.com/title/tt4062536/maindetails
182142;Carol;Carol (2015);carol-2015;258480;2015;118;4.01;https://letterboxd.com/film/carol-2015/;https://www.themoviedb.org/movie/258480/;http://www.imdb.com/title/tt2402927/maindetails
62780;Mad Max: Fury Road;Mad Max: Fury Road (2015);mad-max-fury-road;76341;2015;121;4.19;https://letterboxd.com/film/mad-max-fury-road/;https://www.themoviedb.org/movie/76341/;http://www.imdb.com/title/tt1392190/maindetails
81605;Avengers: Age of Ultron;Avengers: Age of Ultron (2015);avengers-age-of-ultron;99861;2015;141;3.12;https://letterboxd.com/film/avengers-age-of-ultron/;https://www.themoviedb.org/movie/99861/;http://www.imdb.com/title/tt2395427/maindetails
260208;Battle for Sevastopol;Battle for Sevastopol (2015);battle-for-sevastopol;332270;2015;110;3.34;https://letterboxd.com/film/battle-for-sevastopol/;https://www.themoviedb.org/movie/332270/;http://www.imdb.com/title/tt4084744/maindetails
124133;Furious 7;Furious 7 (2015);furious-7;168259;2015;137;3.26;https://letterboxd.com/film/furious-7/;https://www.themoviedb.org/movie/168259/;http://www.imdb.com/title/tt2820852/maindetails
248905;Deep Web;Deep Web (2015);deep-web;321769;2015;89;3.27;https://letterboxd.com/film/deep-web/;https://www.themoviedb.org/movie/321769/;http://www.imdb.com/title/tt3312868/maindetails
191416;The Second Best Exotic Marigold Hotel;The Second Best Exotic Marigold Hotel (2015);the-second-best-exotic-marigold-hotel;268238;2015;122;3.11;https://letterboxd.com/film/the-second-best-exotic-marigold-hotel/;https://www.themoviedb.org/movie/268238/;http://www.imdb.com/title/tt2555736/maindetails
247121;Victoria;Victoria (2015);victoria-2015;320007;2015;138;3.93;https://letterboxd.com/film/victoria-2015/;https://www.themoviedb.org/movie/320007/;http://www.imdb.com/title/tt4226388/maindetails
123475;Brooklyn;Brooklyn (2015);brooklyn;167073;2015;111;3.78;https://letterboxd.com/film/brooklyn/;https://www.themoviedb.org/movie/167073/;http://www.imdb.com/title/tt2381111/maindetails
237177;The Witch;The Witch (2015);the-witch-2015;310131;2015;92;3.83;https://letterboxd.com/film/the-witch-2015/;https://www.themoviedb.org/movie/310131/;http://www.imdb.com/title/tt4263482/maindetails
187986;Ex Machina;Ex Machina (2015);ex-machina-2015;264660;2015;108;3.98;https://letterboxd.com/film/ex-machina-2015/;https://www.themoviedb.org/movie/264660/;http://www.imdb.com/title/tt0470752/maindetails
158612;The Mask You Live In;The Mask You Live In (2015);the-mask-you-live-in;224972;2015;88;3.69;https://letterboxd.com/film/the-mask-you-live-in/;https://www.themoviedb.org/movie/224972/;http://www.imdb.com/title/tt3983674/maindetails
883131;Black Mirror: White Christmas;Black Mirror: White Christmas (2014);black-mirror-white-christmas;980908;2014;74;4.2;https://letterboxd.com/film/black-mirror-white-christmas/;https://www.themoviedb.org/movie/980908/;http://www.imdb.com/title/tt3973198/maindetails
148200;Kingsman: The Secret Service;Kingsman: The Secret Service (2014);kingsman-the-secret-service;207703;2014;129;3.73;https://letterboxd.com/film/kingsman-the-secret-service/;https://www.themoviedb.org/movie/207703/;http://www.imdb.com/title/tt2802144/maindetails
92160;Paddington;Paddington (2014);paddington;116149;2014;96;3.79;https://letterboxd.com/film/paddington/;https://www.themoviedb.org/movie/116149/;http://www.imdb.com/title/tt1109624/maindetails
137476;American Sniper;American Sniper (2014);american-sniper;190859;2014;133;3.33;https://letterboxd.com/film/american-sniper/;https://www.themoviedb.org/movie/190859/;http://www.imdb.com/title/tt2179136/maindetails
231398;The Bélier Family;The Bélier Family (2014);the-belier-family;304410;2014;105;3.35;https://letterboxd.com/film/the-belier-family/;https://www.themoviedb.org/movie/304410/;http://www.imdb.com/title/tt3547740/maindetails
117621;Interstellar;Interstellar (2014);interstellar;157336;2014;169;4.37;https://letterboxd.com/film/interstellar/;https://www.themoviedb.org/movie/157336/;http://www.imdb.com/title/tt0816692/maindetails
160497;Fury;Fury (2014);fury-2014;228150;2014;135;3.74;https://letterboxd.com/film/fury-2014/;https://www.themoviedb.org/movie/228150/;http://www.imdb.com/title/tt2713180/maindetails
220213;Citizenfour;Citizenfour (2014);citizenfour;293310;2014;114;3.96;https://letterboxd.com/film/citizenfour/;https://www.themoviedb.org/movie/293310/;http://www.imdb.com/title/tt4044364/maindetails
211827;Two Night Stand;Two Night Stand (2014);two-night-stand;286554;2014;86;2.77;https://letterboxd.com/film/two-night-stand/;https://www.themoviedb.org/movie/286554/;http://www.imdb.com/title/tt2140619/maindetails
149857;Gone Girl;Gone Girl (2014);gone-girl;210577;2014;149;4.07;https://letterboxd.com/film/gone-girl/;https://www.themoviedb.org/movie/210577/;http://www.imdb.com/title/tt2267998/maindetails
172076;John Wick;John Wick (2014);john-wick;245891;2014;101;3.82;https://letterboxd.com/film/john-wick/;https://www.themoviedb.org/movie/245891/;http://www.imdb.com/title/tt2911666/maindetails
142549;The Maze Runner;The Maze Runner (2014);the-maze-runner;198663;2014;113;3.36;https://letterboxd.com/film/the-maze-runner/;https://www.themoviedb.org/movie/198663/;http://www.imdb.com/title/tt1790864/maindetails
190077;The Theory of Everything;The Theory of Everything (2014);the-theory-of-everything-2014;266856;2014;123;3.61;https://letterboxd.com/film/the-theory-of-everything-2014/;https://www.themoviedb.org/movie/266856/;http://www.imdb.com/title/tt2980516/maindetails
174719;The Duke of Burgundy;The Duke of Burgundy (2014);the-duke-of-burgundy;250225;2014;104;3.65;https://letterboxd.com/film/the-duke-of-burgundy/;https://www.themoviedb.org/movie/250225/;http://www.imdb.com/title/tt2570858/maindetails
169907;Nightcrawler;Nightcrawler (2014);nightcrawler;242582;2014;118;4.04;https://letterboxd.com/film/nightcrawler/;https://www.themoviedb.org/movie/242582/;http://www.imdb.com/title/tt2872718/maindetails
161004;Wild;Wild (2014);wild;228970;2014;115;3.62;https://letterboxd.com/film/wild/;https://www.themoviedb.org/movie/228970/;http://www.imdb.com/title/tt2305051/maindetails
146954;The Imitation Game;The Imitation Game (2014);the-imitation-game;205596;2014;113;3.81;https://letterboxd.com/film/the-imitation-game/;https://www.themoviedb.org/movie/205596/;http://www.imdb.com/title/tt2084970/maindetails
139795;Birdman or (The Unexpected Virtue of Ignorance);Birdman or (The Unexpected Virtue of Ignorance) (2014);birdman-or-the-unexpected-virtue-of-ignorance;194662;2014;120;4.0;https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/;https://www.themoviedb.org/movie/194662/;http://www.imdb.com/title/tt2562232/maindetails
51863;Sin City: A Dame to Kill For;Sin City: A Dame to Kill For (2014);sin-city-a-dame-to-kill-for;189;2014;102;2.85;https://letterboxd.com/film/sin-city-a-dame-to-kill-for/;https://www.themoviedb.org/movie/189/;http://www.imdb.com/title/tt0458481/maindetails
173630;Sharknado 2: The Second One;Sharknado 2: The Second One (2014);sharknado-2-the-second-one;248504;2014;86;1.94;https://letterboxd.com/film/sharknado-2-the-second-one/;https://www.themoviedb.org/movie/248504/;http://www.imdb.com/title/tt3062074/maindetails
93676;Guardians of the Galaxy;Guardians of the Galaxy (2014);guardians-of-the-galaxy;118340;2014;121;3.79;https://letterboxd.com/film/guardians-of-the-galaxy/;https://www.themoviedb.org/movie/118340/;http://www.imdb.com/title/tt2015381/maindetails
207632;Cowspiracy: The Sustainability Secret;Cowspiracy: The Sustainability Secret (2014);cowspiracy-the-sustainability-secret;282297;2014;90;3.69;https://letterboxd.com/film/cowspiracy-the-sustainability-secret/;https://www.themoviedb.org/movie/282297/;http://www.imdb.com/title/tt3302820/maindetails
174980;The Internet's Own Boy: The Story of Aaron Swartz;The Internet's Own Boy: The Story of Aaron Swartz (2014);the-internets-own-boy-the-story-of-aaron-swartz;250658;2014;105;3.85;https://letterboxd.com/film/the-internets-own-boy-the-story-of-aaron-swartz/;https://www.themoviedb.org/movie/250658/;http://www.imdb.com/title/tt3268458/maindetails
