name;link;character_name;film_id;film_title
Tony Elwood;/actor/tony-elwood/;Luggage Monkey (uncredited);51387;Evil Dead II
David Goodman;/actor/david-goodman/;Airport Worker (uncredited);51387;Evil Dead II
Gary Jones;/actor/gary-jones-2/;The Hand (uncredited);51387;Evil Dead II
Greg Nicotero;/actor/gregory-nicotero/;The Hand / Evil Ed's Hand / Henrietta's Long Neck Pee-Wee Head (uncredited);51387;Evil Dead II
Tom Sullivan;/actor/tom-sullivan/;Baggage Handler (uncredited);51387;Evil Dead II
Robert Tapert;/actor/robert-tapert/;Airport Worker (uncredited);51387;Evil Dead II
John W. Walter;/actor/john-w-walter/;The Hand / Evil Ed's Hand (uncredited);51387;Evil Dead II
Abbi Jacobson;/actor/abbi-jacobson/;Katie / Dog Cop (voice);431888;The Mitchells vs. the Machines
Danny McBride;/actor/danny-mcbride/;Rick (voice);431888;The Mitchells vs. the Machines
Maya Rudolph;/actor/maya-rudolph/;Linda (voice);431888;The Mitchells vs. the Machines
Mike Rianda;/actor/mike-rianda/;Aaron / Furbies / Talking Dog / Wifi Enthusiast (voice);431888;The Mitchells vs. the Machines
Eric André;/actor/eric-andre/;Mark (voice);431888;The Mitchells vs. the Machines
Olivia Colman;/actor/olivia-colman/;PAL (voice);431888;The Mitchells vs. the Machines
Fred Armisen;/actor/fred-armisen/;Deborahbot 5000 (voice);431888;The Mitchells vs. the Machines
Beck Bennett;/actor/beck-bennett/;Eric / PAL Max Robots (voice);431888;The Mitchells vs. the Machines
Chrissy Teigen;/actor/chrissy-teigen/;Hailey Posey (voice);431888;The Mitchells vs. the Machines
John Legend;/actor/john-legend/;Jim Posey (voice);431888;The Mitchells vs. the Machines
Lo Mutuc;/actor/lo-mutuc/;Abbey Posey (voice);431888;The Mitchells vs. the Machines
Blake Griffin;/actor/blake-griffin-1/;PAL Max Prime (voice);431888;The Mitchells vs. the Machines
Conan O'Brien;/actor/conan-obrien/;Glaxxon 5000 (voice);431888;The Mitchells vs. the Machines
Doug the Pug;/actor/doug-the-pug/;Monchi (voice);431888;The Mitchells vs. the Machines
Melissa Sturm;/actor/melissa-sturm/;Sarge / Melissa (Woman In Pod) (voice);431888;The Mitchells vs. the Machines
Doug Nicholas;/actor/doug-nicholas/;Hamburger Boy / Smart-Racket 5000-S Series (voice);431888;The Mitchells vs. the Machines
Madeleine McGraw;/actor/madeleine-mcgraw/;Young Katie (voice);431888;The Mitchells vs. the Machines
Ellen Wightman;/actor/ellen-wightman/;Baby Katie (voice);431888;The Mitchells vs. the Machines
Sasheer Zamata;/actor/sasheer-zamata/;Jade (voice);431888;The Mitchells vs. the Machines
Elle Mills;/actor/elle-mills/;Hanna (voice);431888;The Mitchells vs. the Machines
Alex Hirsch;/actor/alex-hirsch/;Dirk (voice);431888;The Mitchells vs. the Machines
Jay Pharoah;/actor/jay-pharoah/;Noah (voice);431888;The Mitchells vs. the Machines
Natalie Canizares;/actor/natalie-canizares/;Catherine (Food Blogger) (voice);431888;The Mitchells vs. the Machines
Jeff Rowe;/actor/jeff-rowe/;Man Who Loves Fun (voice);431888;The Mitchells vs. the Machines
Zeno Robinson;/actor/zeno-robinson/;Sean (Unboxer) (voice);431888;The Mitchells vs. the Machines
Grey DeLisle;/actor/grey-delisle/;Stagehand (voice);431888;The Mitchells vs. the Machines
Will Allegra;/actor/will-allegra/;Water Fountain Man (voice);431888;The Mitchells vs. the Machines
Alison Rich;/actor/alison-rich/;Jill (Woman In Pod) (voice);431888;The Mitchells vs. the Machines
Natalia del Riego;/actor/natalia-del-riego/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Libby Thomas Dickey;/actor/libby-thomas-dickey/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Kerry Gutierrez;/actor/kerry-gutierrez/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Todd Hansen;/actor/todd-hansen-1/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Lex Lang;/actor/lex-lang/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Greg Levitan;/actor/greg-levitan/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Griffin McElroy;/actor/griffin-mcelroy/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Caitlin McKenna;/actor/caitlin-mckenna/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Andrew Morgado;/actor/andrew-morgado/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Illya Owens;/actor/illya-owens/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Juan Pacheco;/actor/juan-pacheco/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Ashley Peldon;/actor/ashley-peldon/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Jim Pirri;/actor/jim-pirri/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Michelle Ruff;/actor/michelle-ruff/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Justin Shenkarow;/actor/justin-shenkarow/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Shane Sweet;/actor/shane-sweet/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Brittanny Tuerpe;/actor/brittanny-tuerpe/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Alana Webster;/actor/alana-webster/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Jason Linere-White;/actor/jason-linere-white/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Lisa Wilhoit;/actor/lisa-wilhoit/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Adam Wylie;/actor/adam-wylie/;Additional Voices (voice);431888;The Mitchells vs. the Machines
Keanu Reeves;/actor/keanu-reeves/;Agent Johnny Utah;51157;Point Break
Patrick Swayze;/actor/patrick-swayze/;Bodhi / Mask President;51157;Point Break
Lori Petty;/actor/lori-petty/;Tyler Endicott;51157;Point Break
Gary Busey;/actor/gary-busey/;Agent Angelo Pappas;51157;Point Break
John C. McGinley;/actor/john-c-mcginley/;SAIC Ben Harp;51157;Point Break
James LeGros;/actor/james-legros/;Roach;51157;Point Break
John Philbin;/actor/john-philbin/;Nathanial;51157;Point Break
BoJesse Christopher;/actor/bojesse-christopher/;Grommet;51157;Point Break
Lee Tergesen;/actor/lee-tergesen/;Rosie;51157;Point Break
Chris Pedersen;/actor/chris-pedersen/;Bunker;51157;Point Break
Vincent Klyn;/actor/vincent-klyn/;Warchild;51157;Point Break
Julian Reyes;/actor/julian-reyes/;Agent Alvarez;51157;Point Break
Daniel Beer;/actor/daniel-beer/;Agent Babbit;51157;Point Break
Anthony Kiedis;/actor/anthony-kiedis/;Tone;51157;Point Break
Dave Olson;/actor/dave-olson/;Archbold;51157;Point Break
Christopher Pettiet;/actor/christopher-pettiet/;'15';51157;Point Break
Sydney Walsh;/actor/sydney-walsh/;Miss Deer;51157;Point Break
Tom Sizemore;/actor/tom-sizemore/;DEA Agent Deets;51157;Point Break
Dino Andino;/actor/dino-andino/;Psycho-Stick;51157;Point Break
Michael Kopelow;/actor/michael-kopelow/;Passion for Slashin;51157;Point Break
Julie Michaels;/actor/julie-michaels/;Freight Train;51157;Point Break
Mike Genovese;/actor/mike-genovese/;Corey;51157;Point Break
Jack Kehler;/actor/jack-kehler/;Halsey;51157;Point Break
Galyn Görg;/actor/galyn-gorg/;Margarita;51157;Point Break
Raymond Forchion;/actor/raymond-forchion/;Neighbor;51157;Point Break
Betsy Lynn George;/actor/betsy-lynn-george/;Girl at Party;51157;Point Break
Gloria Mann;/actor/gloria-mann/;Fierce Woman;51157;Point Break
Ping Wu;/actor/ping-wu-2/;Dispatcher;51157;Point Break
Jared Chandler;/actor/jared-chandler/;Pilot;51157;Point Break
John Apicella;/actor/john-apicella/;Security Guard;51157;Point Break
Richard Grove;/actor/richard-grove/;Agent Cullen;51157;Point Break
Anthony Mangano;/actor/anthony-mangano/;Off Duty Cop;51157;Point Break
Deborah Lemen;/actor/deborah-lemen/;Miss Jennings;51157;Point Break
Randy Walker;/actor/randy-walker-3/;Combat Alley Supervisor;51157;Point Break
Peter Phelps;/actor/peter-phelps/;Australian Surfer;51157;Point Break
Gary Roberts;/actor/gary-roberts-1/;Australian Cop #1;51157;Point Break
Debra Lamb;/actor/debra-lamb/;Flame Blower at Party (uncredited);51157;Point Break
Jeff Imada;/actor/jeff-imada/;Store Clerk (uncredited);51157;Point Break
Sam J. Jones;/actor/sam-j-jones-2/;Flash Gordon;49632;Flash Gordon
Melody Anderson;/actor/melody-anderson/;Dale Arden;49632;Flash Gordon
Max von Sydow;/actor/max-von-sydow/;The Emperor Ming;49632;Flash Gordon
Chaim Topol;/actor/chaim-topol/;Dr. Hans Zarkov;49632;Flash Gordon
Ornella Muti;/actor/ornella-muti/;Princess Aura;49632;Flash Gordon
Timothy Dalton;/actor/timothy-dalton/;Prince Barin;49632;Flash Gordon
Brian Blessed;/actor/brian-blessed/;Prince Vultan;49632;Flash Gordon
Peter Wyngarde;/actor/peter-wyngarde/;Klytus;49632;Flash Gordon
Mariangela Melato;/actor/mariangela-melato/;Kala;49632;Flash Gordon
John Osborne;/actor/john-osborne/;Arborian Priest;49632;Flash Gordon
Richard O'Brien;/actor/richard-obrien-1/;Fico;49632;Flash Gordon
John Hallam;/actor/john-hallam/;Luro;49632;Flash Gordon
Philip Stone;/actor/philip-stone/;Zogi, the High Priest;49632;Flash Gordon
Suzanne Danielle;/actor/suzanne-danielle/;Serving Girl;49632;Flash Gordon
William Hootkins;/actor/william-hootkins/;Munson;49632;Flash Gordon
Bobbie Brown;/actor/bobbie-brown-1/;Hedonia;49632;Flash Gordon
Ted Carroll;/actor/ted-carroll/;Biro;49632;Flash Gordon
Adrienne Kronenberg;/actor/adrienne-kronenberg/;Vultan's Daughter;49632;Flash Gordon
Stanley Lebor;/actor/stanley-lebor/;Mongon Doctor;49632;Flash Gordon
John Morton;/actor/john-morton-1/;Airline Pilot;49632;Flash Gordon
Burnell Tucker;/actor/burnell-tucker/;Airline Co-Pilot;49632;Flash Gordon
Robbie Coltrane;/actor/robbie-coltrane/;Man at Airfield;49632;Flash Gordon
Peter Duncan;/actor/peter-duncan-3/;Young Treeman;49632;Flash Gordon
Ken Sicklen;/actor/ken-sicklen/;A Treeman;49632;Flash Gordon
Tessa Hewitt;/actor/tessa-hewitt/;Hawk Woman;49632;Flash Gordon
Venetia Spicer;/actor/venetia-spicer/;Hawk Woman;49632;Flash Gordon
Francis Mughan;/actor/francis-mughan/;Wounded Hawkman;49632;Flash Gordon
Oliver MacGreevy;/actor/oliver-macgreevy/;Klytus Observer No. 1;49632;Flash Gordon
John Hollis;/actor/john-hollis/;Klytus Observer No. 2;49632;Flash Gordon
Paul Bentall;/actor/paul-bentall/;Klytus' Pilot;49632;Flash Gordon
Leon Greene;/actor/leon-greene/;Colonel of Battle Control;49632;Flash Gordon
Graeme Crowther;/actor/graeme-crowther/;Battle Room Controller;49632;Flash Gordon
Tony Scannell;/actor/tony-scannell/;Ming's Officer;49632;Flash Gordon
David Neal;/actor/david-neal/;Captain of Ming's Air Force;49632;Flash Gordon
Bogdan Kominowski;/actor/bogdan-kominowski/;Lieutenant of Ming's Air Force;49632;Flash Gordon
George Harris;/actor/george-harris/;Prince of Ardentia;49632;Flash Gordon
Colin Taylor;/actor/colin-taylor-4/;King of Frigia;49632;Flash Gordon
Doretta Dunkley;/actor/doretta-dunkley/;Queen of Frigia;49632;Flash Gordon
Sally Nicholson;/actor/sally-nicholson/;Queen of Azuria;49632;Flash Gordon
Deep Roy;/actor/deep-roy/;Princess Aura's Pet;49632;Flash Gordon
Michelle Mildwater;/actor/michelle-mildwater/;Special Movement;49632;Flash Gordon
Marie Green;/actor/marie-green-1/;Special Movement;49632;Flash Gordon
Imogen Claire;/actor/imogen-claire/;Special Movement;49632;Flash Gordon
Kay Zimmerman;/actor/kay-zimmerman/;Special Movement;49632;Flash Gordon
Frederick Warder;/actor/frederick-warder/;Special Movement;49632;Flash Gordon
Stephen Brigden;/actor/stephen-brigden/;Special Movement;49632;Flash Gordon
Lionel Guyett;/actor/lionel-guyett/;Special Movement;49632;Flash Gordon
Ken Robertson;/actor/ken-robertson-1/;Special Movement;49632;Flash Gordon
Andy Bradford;/actor/andy-bradford/;Hawkman;49632;Flash Gordon
Bertram Adams;/actor/bertram-adams/;Hawkman;49632;Flash Gordon
Terry Forrestal;/actor/terry-forrestal/;Hawkman;49632;Flash Gordon
Mike Potter;/actor/mike-potter-2/;Hawkman;49632;Flash Gordon
John Sullivan;/actor/john-sullivan-4/;Hawkman;49632;Flash Gordon
Eddie Stacey;/actor/eddie-stacey/;Hawkman;49632;Flash Gordon
John Lees;/actor/john-lees/;Hawkman;49632;Flash Gordon
Roy Scammell;/actor/roy-scammell/;Hawkman;49632;Flash Gordon
Kathy Marquis;/actor/kathy-marquis/;Sandmoon Girl;49632;Flash Gordon
Sophie;/actor/sophie-9/;Sandmoon Girl;49632;Flash Gordon
Kathy September;/actor/kathy-september/;Sandmoon Girl;49632;Flash Gordon
Glenna Forster-Jones;/actor/glenna-forster-jones/;Sandmoon Girl;49632;Flash Gordon
Roseanne Romine;/actor/roseanne-romine/;Cytherian Girl;49632;Flash Gordon
Snehal Patel;/actor/snehal-patel/;Cytherian Girl;49632;Flash Gordon
Magda;/actor/magda-4/;Cytherian Girl;49632;Flash Gordon
Shaka;/actor/shaka-1/;Cytherian Girl;49632;Flash Gordon
Lindy;/actor/lindy/;Cytherian Girl;49632;Flash Gordon
Viva;/actor/viva-1/;Cytherian Girl;49632;Flash Gordon
Beverly Andrews;/actor/beverly-andrews/;Cytherian Girl;49632;Flash Gordon
Frances Ward;/actor/frances-ward-1/;Cytherian Girl;49632;Flash Gordon
Kerry-Lou Baylis;/actor/kerry-lou-baylis/;Cytherian Girl;49632;Flash Gordon
Camella;/actor/camella/;Cytherian Girl;49632;Flash Gordon
Eddie Powell;/actor/eddie-powell-3/;Ming's Brute;49632;Flash Gordon
Jill Goldston;/actor/jill-goldston/;Flashback Friend of Dr. Hans Zarkov (uncredited);49632;Flash Gordon
Karen Johnson;/actor/karen-johnson-12/;Serving Girl in Ming's Chair;49632;Flash Gordon
Grant Cramer;/actor/grant-cramer/;Mike Tobacco;41672;Killer Klowns from Outer Space
Suzanne Snyder;/actor/suzanne-snyder/;Debbie Stone;41672;Killer Klowns from Outer Space
John Allen Nelson;/actor/john-allen-nelson/;Dave Hanson;41672;Killer Klowns from Outer Space
John Vernon;/actor/john-vernon-1/;Curtis Mooney;41672;Killer Klowns from Outer Space
Royal Dano;/actor/royal-dano/;Farmer Gene Green;41672;Killer Klowns from Outer Space
Christopher Titus;/actor/christopher-titus/;Bob McReed;41672;Killer Klowns from Outer Space
Michael S. Siegel;/actor/michael-s-siegel/;Rich Terenzi;41672;Killer Klowns from Outer Space
Peter Licassi;/actor/peter-licassi/;Paul Terenzi;41672;Killer Klowns from Outer Space
Irene Michaels;/actor/irene-michaels/;Stacy;41672;Killer Klowns from Outer Space
Karla Sue Krull;/actor/karla-sue-krull/;Tracy;41672;Killer Klowns from Outer Space
Aeron MacIntyre;/actor/aeron-macintyre/;Punk #1;41672;Killer Klowns from Outer Space
Danny Kovacs;/actor/danny-kovacs/;Punk #2;41672;Killer Klowns from Outer Space
Adele Proom;/actor/adele-proom/;Mrs. Franco;41672;Killer Klowns from Outer Space
Howard Malpas;/actor/howard-malpas/;Mr. Myers;41672;Killer Klowns from Outer Space
Karen Raff;/actor/karen-raff/;Mom #1;41672;Killer Klowns from Outer Space
Kathleen Stefano;/actor/kathleen-stefano/;Mom #2;41672;Killer Klowns from Outer Space
Claire Bartle;/actor/claire-bartle/;Little Girl;41672;Killer Klowns from Outer Space
Sharon O'Mahoney;/actor/sharon-omahoney/;Waitress;41672;Killer Klowns from Outer Space
Michael Halton;/actor/michael-halton/;Slug;41672;Killer Klowns from Outer Space
Lucinda Burgess;/actor/lucinda-burgess/;Sheila;41672;Killer Klowns from Outer Space
Melvin Thompson;/actor/melvin-thompson/;Black Biker;41672;Killer Klowns from Outer Space
David Piel;/actor/david-piel-1/;Security Guard;41672;Killer Klowns from Outer Space
Armon Stover;/actor/armon-stover/;State Trooper;41672;Killer Klowns from Outer Space
Jeff Yesko;/actor/jeff-yesko/;State Trooper;41672;Killer Klowns from Outer Space
Steve Rockhold;/actor/steve-rockhold/;Klown Performer;41672;Killer Klowns from Outer Space
Michael Harington Burris;/actor/michael-harington-burris/;Klown Performer;41672;Killer Klowns from Outer Space
Geno Ponza;/actor/geno-ponza/;Klown Performer;41672;Killer Klowns from Outer Space
Scott Beatty;/actor/scott-beatty/;Klown Performer;41672;Killer Klowns from Outer Space
Paul Haley;/actor/paul-haley/;Klown Performer;41672;Killer Klowns from Outer Space
Dennis C. Walsh;/actor/dennis-c-walsh/;Klown Performer;41672;Killer Klowns from Outer Space
Genie Houdini;/actor/genie-houdini/;Klown Performer;41672;Killer Klowns from Outer Space
Harrod Blank;/actor/harrod-blank/;Klown Performer;41672;Killer Klowns from Outer Space
Karl Shaeffer;/actor/karl-shaeffer/;Klown Performer;41672;Killer Klowns from Outer Space
Paul Parsons;/actor/paul-parsons/;Klown Performer;41672;Killer Klowns from Outer Space
Jimmy Locust;/actor/jimmy-locust/;Klown Performer;41672;Killer Klowns from Outer Space
Mitch Bryan;/actor/mitch-bryan/;Klown Performer;41672;Killer Klowns from Outer Space
Greg Sykes;/actor/greg-sykes/;Klown Performer;41672;Killer Klowns from Outer Space
Gordon Liu Chia-Hui;/actor/gordon-liu-chia-hui-1/;Liu Yu-de / Monk San Ta;44960;The 36th Chamber of Shaolin
Lo Lieh;/actor/lo-lieh/;General Tien Ta;44960;The 36th Chamber of Shaolin
John Cheung Ng-Long;/actor/john-cheung-ng-long/;Lord Cheng;44960;The 36th Chamber of Shaolin
Wilson Tong;/actor/wilson-tong/;Lord Tang San-yao;44960;The 36th Chamber of Shaolin
Wa Lun;/actor/wa-lun/;Liu Yu-de's Classmate;44960;The 36th Chamber of Shaolin
Hon Kwok-Choi;/actor/hon-kwok-choi/;Lin Zhen;44960;The 36th Chamber of Shaolin
Lau Kar-Wing;/actor/lau-kar-wing/;General Yin;44960;The 36th Chamber of Shaolin
Wai Wang;/actor/wai-wang/;Teacher Ho;44960;The 36th Chamber of Shaolin
Chen Szu-Chia;/actor/szu-chia-chen/;Yien Pin, Teacher Ho's Assistant;44960;The 36th Chamber of Shaolin
Wong Ching-Ho;/actor/contributor:247345/;Liu Yu-de's Father;44960;The 36th Chamber of Shaolin
Woo Wang-Daat;/actor/woo-wang-daat/;Shaolin Abbot;44960;The 36th Chamber of Shaolin
Lee Hoi-Sang;/actor/lee-hoi-sang/;Shaolin Justice Officer;44960;The 36th Chamber of Shaolin
Keung Hon;/actor/keung-hon/;Abbot in Charge of Cleanliness;44960;The 36th Chamber of Shaolin
Hao Li-Jen;/actor/hao-li-jen/;Abbot in Charge of Top Chamber;44960;The 36th Chamber of Shaolin
Shum Lo;/actor/shum-lo/;Abbot in Charge of Dining Hall;44960;The 36th Chamber of Shaolin
Lui Tat;/actor/lui-tat-1/;Abbot in Charge of Arm Chamber;44960;The 36th Chamber of Shaolin
Chan Shen;/actor/chan-shen/;Abbot in Charge of Wrist Chamber;44960;The 36th Chamber of Shaolin
Chiang Nan;/actor/chiang-nan/;Abbot in Charge of Eye Chamber;44960;The 36th Chamber of Shaolin
Aai Dung-Gwa;/actor/aai-dung-gwa/;Abbot in Charge of Head Chamber;44960;The 36th Chamber of Shaolin
Simon Yuen Siu-Tien;/actor/yuen-siu-tien/;Abbot in Charge of Boxing Chamber;44960;The 36th Chamber of Shaolin
Wang Han-Chen;/actor/wang-han-chen/;Abbot in Charge of Leg Chamber;44960;The 36th Chamber of Shaolin
Peter Chan Lung;/actor/peter-chan-lung/;Abbot in Charge of Staff Chamber / Soldier;44960;The 36th Chamber of Shaolin
Ng Yam-Chuen;/actor/ng-yam-chuen/;;44960;The 36th Chamber of Shaolin
Ma Koo;/actor/ma-koo/;;44960;The 36th Chamber of Shaolin
Henry Yu Yang;/actor/henry-yu-yang-1/;Hung Hsi-kuan, San Ta's Student;44960;The 36th Chamber of Shaolin
Ng Hong-Sang;/actor/ng-hong-sang/;Tung Qian-jin, San Ta's Student;44960;The 36th Chamber of Shaolin
Norman Tsui Siu-Keung;/actor/norman-tsui-siu-keung/;Lu Ah-cai, San Ta's Student;44960;The 36th Chamber of Shaolin
Wong Yu;/actor/wong-yu-1/;Miller Six, San Ta's Student;44960;The 36th Chamber of Shaolin
Huang Pa-Ching;/actor/huang-pa-ching/;Uncle Wang;44960;The 36th Chamber of Shaolin
Huang Ha;/actor/huang-ha/;Seafood Shop Worker;44960;The 36th Chamber of Shaolin
Ho Kei-Cheong;/actor/ho-kei-cheong/;Rebel;44960;The 36th Chamber of Shaolin
Law Keung;/actor/law-keung/;Rebel;44960;The 36th Chamber of Shaolin
Lam Hak-Ming;/actor/lam-hak-ming/;Soldier;44960;The 36th Chamber of Shaolin
Ho Bo-Sing;/actor/ho-bo-sing/;Soldier;44960;The 36th Chamber of Shaolin
Wong Chi-Keung;/actor/wong-chi-keung-4/;Soldier;44960;The 36th Chamber of Shaolin
Wan Fat;/actor/wan-fat/;Soldier;44960;The 36th Chamber of Shaolin
Tai San;/actor/tai-san/;Soldier;44960;The 36th Chamber of Shaolin
Lai Kim-Hung;/actor/lai-kim-hung/;Soldier;44960;The 36th Chamber of Shaolin
Ting Tung;/actor/ting-tung/;Soldier;44960;The 36th Chamber of Shaolin
Chin Yuet-Sang;/actor/chin-yuet-sang-1/;Soldier Beaten with Hammer;44960;The 36th Chamber of Shaolin
Billy Chan Wui-Ngai;/actor/billy-chan-wui-ngai/;Officer Beaten with Hammer;44960;The 36th Chamber of Shaolin
Yeung Wah;/actor/yeung-wah/;Monk Ji Wei of Wrist Chamber;44960;The 36th Chamber of Shaolin
Tai Kwan-Tak;/actor/tai-kwan-tak/;Shaolin Monk;44960;The 36th Chamber of Shaolin
Hsiao Ho;/actor/hsiao-ho/;Shaolin Monk;44960;The 36th Chamber of Shaolin
San Sin;/actor/san-sin/;Shaolin Monk;44960;The 36th Chamber of Shaolin
Austin Wai Tin-Chi;/actor/austin-wai-tin-chi/;Soldier;44960;The 36th Chamber of Shaolin
Johnny Cheung Wa;/actor/johnny-cheung-wa-1/;Shaolin Monk;44960;The 36th Chamber of Shaolin
Chow Siu-Loi;/actor/chow-siu-loi-1/;Abbot;44960;The 36th Chamber of Shaolin
Cheung Sek-Aau;/actor/cheung-sek-aau/;Abbot;44960;The 36th Chamber of Shaolin
To Wing-Leung;/actor/to-wing-leung/;Abbot / Monk / Townsfolk;44960;The 36th Chamber of Shaolin
Cheung Chok-Chow;/actor/cheung-chok-chow/;Roadside Tea Stall Boss;44960;The 36th Chamber of Shaolin
Fung Ging-Man;/actor/fung-ging-man/;Beggar;44960;The 36th Chamber of Shaolin
Gam Tin-Chue;/actor/gam-tin-chue/;Magistrate / Townsfolk;44960;The 36th Chamber of Shaolin
Lau Chun;/actor/lau-chun/;Court Official at Execution;44960;The 36th Chamber of Shaolin
Sai Gwa-Pau;/actor/sai-gwa-pau/;Townsfolk;44960;The 36th Chamber of Shaolin
Goo Chim-Hung;/actor/goo-chim-hung/;Townsfolk;44960;The 36th Chamber of Shaolin
Chan Ming-Wai;/actor/chan-ming-wai/;Soldier;44960;The 36th Chamber of Shaolin
Chu Kai;/actor/chu-kai/;Shaolin Monk;44960;The 36th Chamber of Shaolin
Alan Chui Chung-San;/actor/alan-chui-chung-san/;Soldier;44960;The 36th Chamber of Shaolin
Mars;/actor/mars/;(extra) (uncredited);44960;The 36th Chamber of Shaolin
Michael Beck;/actor/michael-beck-3/;Swan;45270;The Warriors
James Remar;/actor/james-remar/;Ajax;45270;The Warriors
David Patrick Kelly;/actor/david-patrick-kelly/;Luther;45270;The Warriors
Dorsey Wright;/actor/dorsey-wright/;Cleon;45270;The Warriors
David Harris;/actor/david-harris-1/;Cochise;45270;The Warriors
Deborah Van Valkenburgh;/actor/deborah-van-valkenburgh/;Mercy;45270;The Warriors
Brian Tyler;/actor/brian-tyler-1/;Snow;45270;The Warriors
Tom McKitterick;/actor/tom-mckitterick/;Cowboy;45270;The Warriors
Marcelino Sánchez;/actor/marcelino-sanchez/;Rembrandt;45270;The Warriors
Roger Hill;/actor/roger-hill/;Cyrus;45270;The Warriors
Steve James;/actor/steve-james-1/;Baseball Fury;45270;The Warriors
Terry Michos;/actor/terry-michos/;Vermin;45270;The Warriors
Lynne Thigpen;/actor/lynne-thigpen/;D.J.;45270;The Warriors
Mercedes Ruehl;/actor/mercedes-ruehl/;Policewoman;45270;The Warriors
John Snyder;/actor/john-snyder/;Gas Station Man;45270;The Warriors
Irwin Keyes;/actor/irwin-keyes/;Policeman in Park;45270;The Warriors
Antone Pagán;/actor/antone-pagan/;Gang Leader on Subway Stairs (uncredited);45270;The Warriors
Sonny Landham;/actor/sonny-landham/;Policeman in Subway Station;45270;The Warriors
Thomas G. Waites;/actor/thomas-g-waites/;Fox (uncredited);45270;The Warriors
Johnny Barnes;/actor/johnny-barnes-1/;Turnbull A.C.;45270;The Warriors
George Lee Miles;/actor/george-lee-miles-1/;Gramercy Riff;45270;The Warriors
Paul Greco;/actor/paul-greco/;Sully;45270;The Warriors
Iris Klein;/actor/iris-klein-1/;Lizzie (as Iris Alahanti);45270;The Warriors
Tony Clark;/actor/tony-clark-3/;Police;45270;The Warriors
Robert Townsend;/actor/robert-townsend/;Baseball Fury (uncredited);45270;The Warriors
Ginny Ortiz;/actor/ginny-ortiz/;Candy Store Girl;45270;The Warriors
Edward Sewer;/actor/edward-sewer/;Masai;45270;The Warriors
Joel Weiss;/actor/joel-weiss/;Rogue;45270;The Warriors
J.W. Smith;/actor/jw-smith/;Turnbull A.C.;45270;The Warriors
Doran Clark;/actor/doran-clark/;Lizzie;45270;The Warriors
Katie Kaufman;/actor/katie-kaufman/;Lizzie;45270;The Warriors
Lisa Maurer;/actor/lisa-maurer/;Lizzie;45270;The Warriors
Craig R. Baxley;/actor/craig-r-baxley/;Punk (Black and Yellow);45270;The Warriors
Konrad Sheehan;/actor/konrad-sheehan/;Punk (Leader);45270;The Warriors
Tommy J. Huff;/actor/tommy-j-huff/;Punk;45270;The Warriors
Frank Ferrara Sr.;/actor/frank-ferrara-sr/;Police;45270;The Warriors
Victor Magnotta;/actor/victor-magnotta/;Police;45270;The Warriors
Apache Ramos;/actor/apache-ramos/;Orphan;45270;The Warriors
Jery Hewitt;/actor/jery-hewitt/;Baseball Fury Leader/ Punk (Beanie);45270;The Warriors
Leon Delaney;/actor/leon-delaney/;Baseball Fury (Orange and Black)/ Punk (Plain Green);45270;The Warriors
Rob Ryder;/actor/rob-ryder/;Baseball Fury (Purple)/ Punk (Plain Red);45270;The Warriors
Steve Chambers;/actor/steve-chambers-3/;Baseball Fury (Purple);45270;The Warriors
Bill Anagnos;/actor/bill-anagnos/;Baseball Fury (Blue and Orange);45270;The Warriors
Harry Madsen;/actor/harry-madsen/;Baseball Fury (Green and White);45270;The Warriors
Victoria Vanderkloot;/actor/victoria-vanderkloot/;Lizzie;45270;The Warriors
Gary Baxley;/actor/gary-baxley/;Punk (Red, White and Black);45270;The Warriors
Lane Ruoff;/actor/lane-ruoff/;Baseball Fury;45270;The Warriors
Tom McNamara;/actor/tom-mcnamara-4/;Baseball Fury;45270;The Warriors
Michael Garfield;/actor/michael-garfield/;Rogue;45270;The Warriors
John B. Gibson;/actor/john-b-gibson/;Baseball Fury;45270;The Warriors
Dan Bonnell;/actor/dan-bonnell/;Rogue;45270;The Warriors
Tom Jarus;/actor/tom-jarus/;Rogue;45270;The Warriors
Tony Latham;/actor/tony-latham/;Baseball Fury;45270;The Warriors
