name;link;character_name;film_id;film_title
James Earl Cathay;/actor/james-earl-cathay/;Psycho Ward Guard #2;50851;Re-Animator
James Ellis;/actor/james-ellis-4/;Psycho Ward Guard #1;50851;Re-Animator
Derek Pendleton;/actor/derek-pendleton/;Swiss Policeman #1;50851;Re-Animator
Gene Scherer;/actor/gene-scherer/;Swiss Policeman #2;50851;Re-Animator
Gerry Black;/actor/gerry-black/;Mace;50851;Re-Animator
Craig Reed;/actor/craig-reed/;One Arm Man Corpse;50851;Re-Animator
Alec Owen;/actor/alec-owen/;Brock/Brent;223818;Dude Bro Party Massacre III
Patton Oswalt;/actor/patton-oswalt/;Chief;223818;Dude Bro Party Massacre III
Paul Prado;/actor/paul-prado/;Turbeaux;223818;Dude Bro Party Massacre III
Olivia Taylor Dudley;/actor/olivia-taylor-dudley/;Motherface;223818;Dude Bro Party Massacre III
Nina Hartley;/actor/nina-hartley/;Dean Pepperstone;223818;Dude Bro Party Massacre III
Greg Sestero;/actor/greg-sestero/;Derek;223818;Dude Bro Party Massacre III
Ben Gigli;/actor/ben-gigli/;Samzy;223818;Dude Bro Party Massacre III
Joey Scoma;/actor/joey-scoma/;Todd;223818;Dude Bro Party Massacre III
Kelsey Gunn;/actor/kelsey-gunn/;Samantha;223818;Dude Bro Party Massacre III
Brian Firenzi;/actor/brian-firenzi-1/;Officer Sminkle;223818;Dude Bro Party Massacre III
Maria Del Carmen;/actor/maria-del-carmen/;Candace Buttiker;223818;Dude Bro Party Massacre III
Mike James;/actor/mike-james/;Z.Q.;223818;Dude Bro Party Massacre III
Jimmy Wong;/actor/jimmy-wong/;Sizzler;223818;Dude Bro Party Massacre III
Michael Rousselet;/actor/michael-rousselet/;Spike;223818;Dude Bro Party Massacre III
Nick Kocher;/actor/nick-kocher/;Flannel Bro;223818;Dude Bro Party Massacre III
Brian McElhaney;/actor/brian-mcelhaney/;Turtleneck Bro;223818;Dude Bro Party Massacre III
Andrew W.K.;/actor/andrew-wk/;Rip Stick;223818;Dude Bro Party Massacre III
Larry King;/actor/larry-king/;Coach Handsey;223818;Dude Bro Party Massacre III
Tomm Jacobsen;/actor/tomm-jacobsen/;Dolphman;223818;Dude Bro Party Massacre III
Erik Sandoval;/actor/erik-sandoval/;Road Doggie;223818;Dude Bro Party Massacre III
Chelsea St. John;/actor/chelsea-st-john/;C-Trunk;223818;Dude Bro Party Massacre III
Christiann Castellanos;/actor/christiann-castellanos/;Lady #1;223818;Dude Bro Party Massacre III
Skyler Rousselet;/actor/skyler-rousselet/;Cindy;223818;Dude Bro Party Massacre III
Maura Murphy;/actor/maura-murphy/;Hot Chick;223818;Dude Bro Party Massacre III
Logan Olson;/actor/logan-olson/;Manscaping Bro;223818;Dude Bro Party Massacre III
Rocky Collins;/actor/rocky-collins/;Party Bro;223818;Dude Bro Party Massacre III
Jon Worley;/actor/jon-worley/;Scooter;223818;Dude Bro Party Massacre III
Matt Hargreaves;/actor/matt-hargreaves/;Asian Bro;223818;Dude Bro Party Massacre III
Ian Ahern;/actor/ian-ahern/;Drunk Bro;223818;Dude Bro Party Massacre III
Laura Cebrick;/actor/laura-cebrick/;Tri Beta Streakers;223818;Dude Bro Party Massacre III
Ela Darling;/actor/ela-darling-1/;Tri Beta Streakers;223818;Dude Bro Party Massacre III
Becktoria;/actor/becktoria/;Tri Beta Streakers;223818;Dude Bro Party Massacre III
John Francis Daley;/actor/john-francis-daley/;Ernest;223818;Dude Bro Party Massacre III
Suziey Block;/actor/suziey-block/;Tri Beta Streakers;223818;Dude Bro Party Massacre III
Katie Johnson;/actor/katie-johnson-3/;Becky;223818;Dude Bro Party Massacre III
Jon Brence;/actor/jon-brence/;Jimmy Galoshes;223818;Dude Bro Party Massacre III
Andrew Schulz;/actor/andrew-schulz/;Little Spoon;223818;Dude Bro Party Massacre III
Desmond Dolly;/actor/desmond-dolly/;Timmy Birdstone;223818;Dude Bro Party Massacre III
Benji Dolly;/actor/benji-dolly/;Tommy Birdstone;223818;Dude Bro Party Massacre III
Timothy Ciancio;/actor/timothy-ciancio/;Tito the Weed Dealer;223818;Dude Bro Party Massacre III
Katie Matthews;/actor/katie-matthews/;Tri Beta Girl;223818;Dude Bro Party Massacre III
Clayton LaDue;/actor/clayton-ladue/;Randall;223818;Dude Bro Party Massacre III
Rachel Ann Mullins;/actor/rachel-ann-mullins/;Frizzy;223818;Dude Bro Party Massacre III
Jessee Foudray;/actor/jessee-foudray/;Chico Cop #1;223818;Dude Bro Party Massacre III
Lily Cade;/actor/lily-cade/;Tri Beta Streaker;223818;Dude Bro Party Massacre III
Dan O'Brien;/actor/dan-obrien-3/;Driver;223818;Dude Bro Party Massacre III
Katy Stoll;/actor/katy-stoll/;Female Morning Show Anchor;223818;Dude Bro Party Massacre III
Soren Bowie;/actor/soren-bowie/;Male Morning Show Anchor;223818;Dude Bro Party Massacre III
Daniel O'Brien;/actor/daniel-obrien/;Driver;223818;Dude Bro Party Massacre III
Robert Daniel Sloan;/actor/robert-daniel-sloan/;Pizza Child 1;223818;Dude Bro Party Massacre III
Dartanian Sloan;/actor/dartanian-sloan/;Child;223818;Dude Bro Party Massacre III
Karalynn Dunton;/actor/karalynn-dunton/;Snack Food Maiden;223818;Dude Bro Party Massacre III
Thomas Ridgewell;/actor/thomas-ridgewell-1/;Chaz Noodlemen;223818;Dude Bro Party Massacre III
Jeff Goldblum;/actor/jeff-goldblum/;Seth Brundle;47171;The Fly
Geena Davis;/actor/geena-davis/;Veronica Quaife;47171;The Fly
John Getz;/actor/john-getz/;Stathis Borans;47171;The Fly
Joy Boushel;/actor/joy-boushel/;Tawny;47171;The Fly
Leslie Carlson;/actor/leslie-carlson/;Dr. Cheevers;47171;The Fly
George Chuvalo;/actor/george-chuvalo/;Marky;47171;The Fly
Michael Copeman;/actor/michael-copeman/;2nd Man in Bar;47171;The Fly
David Cronenberg;/actor/david-cronenberg/;Gynecologist;47171;The Fly
Carol Lazare;/actor/carol-lazare/;Nurse;47171;The Fly
Shawn Hewitt;/actor/shawn-hewitt/;Clerk;47171;The Fly
Typhoon;/actor/typhoon-2/;Baboon (uncredited);47171;The Fly
Ann Green;/actor/ann-green/;Restaurant Patron (uncredited);47171;The Fly
Sara Montpetit;/actor/sara-montpetit/;Sasha;890105;Humanist Vampire Seeking Consenting Suicidal Person
Félix-Antoine Bénard;/actor/felix-antoine-benard/;Paul;890105;Humanist Vampire Seeking Consenting Suicidal Person
Steve Laplante;/actor/steve-laplante/;Aurélien;890105;Humanist Vampire Seeking Consenting Suicidal Person
Sophie Cadieux;/actor/sophie-cadieux/;Georgette;890105;Humanist Vampire Seeking Consenting Suicidal Person
Noémie O'Farrell;/actor/noemie-ofarrell/;Denise;890105;Humanist Vampire Seeking Consenting Suicidal Person
Arnaud Vachon;/actor/arnaud-vachon/;Henry;890105;Humanist Vampire Seeking Consenting Suicidal Person
Marie Brassard;/actor/marie-brassard/;Victorine;890105;Humanist Vampire Seeking Consenting Suicidal Person
Madeleine Péloquin;/actor/madeleine-peloquin/;Sandrine;890105;Humanist Vampire Seeking Consenting Suicidal Person
Gabriel-Antoine Roy;/actor/gabriel-antoine-roy/;JP;890105;Humanist Vampire Seeking Consenting Suicidal Person
Isabella Villalba;/actor/isabella-villalba/;Mélissa Bessette;890105;Humanist Vampire Seeking Consenting Suicidal Person
Patrick Hivon;/actor/patrick-hivon/;Mr. Goyette;890105;Humanist Vampire Seeking Consenting Suicidal Person
Marc Beaupré;/actor/marc-beaupre/;Rico Berlingot;890105;Humanist Vampire Seeking Consenting Suicidal Person
Micheline Bernard;/actor/micheline-bernard/;Madame Gauvin;890105;Humanist Vampire Seeking Consenting Suicidal Person
Sylvie Lemay;/actor/sylvie-lemay/;Renaude;890105;Humanist Vampire Seeking Consenting Suicidal Person
Ariane Castellanos;/actor/ariane-castellanos/;Claudie;890105;Humanist Vampire Seeking Consenting Suicidal Person
Lilas-Rose Cantin;/actor/lilas-rose-cantin/;Young Sasha;890105;Humanist Vampire Seeking Consenting Suicidal Person
Wiam Mohktari;/actor/wiam-mohktari/;Chloé;890105;Humanist Vampire Seeking Consenting Suicidal Person
Zoé Nagy;/actor/zoe-nagy/;Océanne;890105;Humanist Vampire Seeking Consenting Suicidal Person
Noé Poblete;/actor/noe-poblete/;Jonathan;890105;Humanist Vampire Seeking Consenting Suicidal Person
Valence Laroche;/actor/valence-laroche/;Young Denise;890105;Humanist Vampire Seeking Consenting Suicidal Person
Anthony Giuliani;/actor/anthony-giuliani/;Gary;890105;Humanist Vampire Seeking Consenting Suicidal Person
Marguerite Bouchard;/actor/marguerite-bouchard/;Miranda;890105;Humanist Vampire Seeking Consenting Suicidal Person
Pierre-Luc Lafontaine;/actor/pierre-luc-lafontaine/;Jayden;890105;Humanist Vampire Seeking Consenting Suicidal Person
Sarianne Cormier;/actor/sarianne-cormier/;Child Psychiatrist;890105;Humanist Vampire Seeking Consenting Suicidal Person
Patrice Dubois;/actor/patrice-dubois/;Doctor;890105;Humanist Vampire Seeking Consenting Suicidal Person
Jean-Philippe Lehoux;/actor/jean-philippe-lehoux/;Dentiste;890105;Humanist Vampire Seeking Consenting Suicidal Person
Sébastien Beaulac;/actor/sebastien-beaulac/;Bowling Customer;890105;Humanist Vampire Seeking Consenting Suicidal Person
Vincent Dubuc;/actor/vincent-dubuc/;Young Bowling Customer;890105;Humanist Vampire Seeking Consenting Suicidal Person
Matai Stevens;/actor/matai-stevens/;Stoner;890105;Humanist Vampire Seeking Consenting Suicidal Person
Juliette Crépeau;/actor/juliette-crepeau/;Young Party Girl;890105;Humanist Vampire Seeking Consenting Suicidal Person
Cédric Blais;/actor/cedric-blais/;Henry's Friend #1;890105;Humanist Vampire Seeking Consenting Suicidal Person
Lorenzo Bonnallie Miloch;/actor/lorenzo-bonnallie-miloch/;Henry's Friend #2;890105;Humanist Vampire Seeking Consenting Suicidal Person
Serge Boulianne;/actor/serge-boulianne/;Christian;890105;Humanist Vampire Seeking Consenting Suicidal Person
Alicia Phommasak;/actor/alicia-phommasak/;Party Girl;890105;Humanist Vampire Seeking Consenting Suicidal Person
Julien Claessens;/actor/julien-claessens/;Tourist #1;890105;Humanist Vampire Seeking Consenting Suicidal Person
Antoine Rivard-Nolin;/actor/antoine-rivard-nolin/;Tourist #2;890105;Humanist Vampire Seeking Consenting Suicidal Person
Mia Beaulieu;/actor/mia-beaulieu/;Élève;890105;Humanist Vampire Seeking Consenting Suicidal Person
Mélie-Rose Gazé;/actor/melie-rose-gaze/;Elevator Girl;890105;Humanist Vampire Seeking Consenting Suicidal Person
Vladimir Morisseau;/actor/vladimir-morisseau/;Man Outside Bar;890105;Humanist Vampire Seeking Consenting Suicidal Person
Alexandre Grenier;/actor/alexandre-grenier/;Bus Driver;890105;Humanist Vampire Seeking Consenting Suicidal Person
Max Schreck;/actor/max-schreck/;Count Orlok;51471;Nosferatu
Gustav von Wangenheim;/actor/gustav-von-wangenheim/;Hutter;51471;Nosferatu
Greta Schröder;/actor/greta-schroder/;Ellen;51471;Nosferatu
Georg H. Schnell;/actor/georg-h-schnell/;Harding;51471;Nosferatu
Ruth Landshoff;/actor/ruth-landshoff/;Ruth;51471;Nosferatu
Gustav Botz;/actor/gustav-botz/;Professor Sievers;51471;Nosferatu
Alexander Granach;/actor/alexander-granach/;Knock;51471;Nosferatu
John Gottowt;/actor/john-gottowt/;Professor Bulwer;51471;Nosferatu
Max Nemetz;/actor/max-nemetz/;A Ship Captain;51471;Nosferatu
Wolfgang Heinz;/actor/wolfgang-heinz/;Sailor 1;51471;Nosferatu
Albert Venohr;/actor/albert-venohr/;Sailor 2;51471;Nosferatu
Eric van Viele;/actor/eric-van-viele/;Sailor (uncredited);51471;Nosferatu
Karl Etlinger;/actor/karl-etlinger/;Sailor / Inspector at the Quay (uncredited);51471;Nosferatu
Guido Herzfeld;/actor/guido-herzfeld/;Host (uncredited);51471;Nosferatu
Hans Lanser-Rudolf;/actor/hans-lanser-rudolf/;Magistrate (uncredited);51471;Nosferatu
Loni Nest;/actor/loni-nest/;Child at Window (uncredited);51471;Nosferatu
Josef Sareny;/actor/josef-sareny/;Head Coachman (uncredited);51471;Nosferatu
Fanny Schreck;/actor/fanny-schreck/;Hospital Nurse (uncredited);51471;Nosferatu
Hardy von Francois;/actor/hardy-von-francois/;Doctor in the Hospital (uncredited);51471;Nosferatu
Heinrich Witte;/actor/heinrich-witte/;Sailor / Warden in the Madhouse (uncredited);51471;Nosferatu
Leon Lai Ming;/actor/leon-lai-ming/;Wong Chi-Ming;45489;Fallen Angels
Michele Reis;/actor/michele-reis/;Killer's Agent;45489;Fallen Angels
Takeshi Kaneshiro;/actor/takeshi-kaneshiro/;He Zhiwu;45489;Fallen Angels
Charlie Yeung Choi-Nei;/actor/charlie-yeung-choi-nei/;Charlie;45489;Fallen Angels
Karen Mok Man-Wai;/actor/karen-mok-man-wai/;Blondie;45489;Fallen Angels
Chan Man-Lei;/actor/chan-man-lei/;Wu's Father;45489;Fallen Angels
Toru Saito;/actor/toru-saito/;Sato;45489;Fallen Angels
Benz Kong To-Hoi;/actor/benz-kong-to-hoi/;Ah Hoi;45489;Fallen Angels
Chan Fai-Hung;/actor/chan-fai-hung/;Man Forced to Eat Ice-cream;45489;Fallen Angels
Kwan Lee-Na;/actor/kwan-lee-na/;Woman Pressed to Buy Vegetables;45489;Fallen Angels
Wu Yuk-Ho;/actor/wu-yuk-ho/;Man Forced to Have His Clothes Washed;45489;Fallen Angels
Johnnie Kong;/actor/johnnie-kong-yeuk-shing/;Victim;45489;Fallen Angels
Chun Kang Wang;/actor/chun-kang-wang/;Victim;45489;Fallen Angels
Mak Shu-San;/actor/mak-shu-san/;Tenant;45489;Fallen Angels
Choi Kwok-Ping;/actor/choi-kwok-ping/;Rascal;45489;Fallen Angels
Chan Siu-Wah;/actor/chan-siu-wah/;Rascal;45489;Fallen Angels
Chow Gam-Kong;/actor/chow-gam-kong/;Hitman;45489;Fallen Angels
Leung Shing-Hung;/actor/leung-shing-hung/;Hitman;45489;Fallen Angels
Wong Kim-Wai;/actor/wong-kim-wai/;Hitman;45489;Fallen Angels
Wong Kim-Bun;/actor/wong-kim-bun/;Hitman;45489;Fallen Angels
Choi Kwok-Keung;/actor/choi-kwok-keung/;Hitman;45489;Fallen Angels
Lee Tat-Chiu;/actor/lee-tat-chiu-1/;;45489;Fallen Angels
Cheung Chi-Ping;/actor/cheung-chi-ping-1/;;45489;Fallen Angels
Peter Sellers;/actor/peter-sellers/;Group Capt. Lionel Mandrake / President Merkin Muffley / Dr. Strangelove;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
George C. Scott;/actor/george-c-scott/;"General ""Buck"" Turgidson";51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Sterling Hayden;/actor/sterling-hayden/;Brigadier General Jack D. Ripper;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Keenan Wynn;/actor/keenan-wynn/;Colonel Bat Guano;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Slim Pickens;/actor/slim-pickens/;"Major ""King"" Kong";51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Peter Bull;/actor/peter-bull-1/;Botschafter De Sadesky;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
James Earl Jones;/actor/james-earl-jones/;Lt. Lothar Zogg;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Tracy Reed;/actor/tracy-reed-1/;Miss Scott;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Jack Creley;/actor/jack-creley/;Mr. Staines;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Frank Berry;/actor/frank-berry-1/;Lt. Dietrich;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Robert O'Neil;/actor/robert-oneil/;Adm. Randolph;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Glenn Beck;/actor/glenn-beck-1/;Lt. Kivel;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Roy Stephens;/actor/roy-stephens/;Frank;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Shane Rimmer;/actor/shane-rimmer/;Capt. 'Ace' Owens;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Hal Galili;/actor/hal-galili/;Burpelson AFB Defense Team Member;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Paul Tamarin;/actor/paul-tamarin/;Lt. Goldberg;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Laurence Herder;/actor/laurence-herder/;Burpelson AFB Defense Team Member;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
John McCarthy;/actor/john-mccarthy-1/;Burpelson AFB Defense Team Member;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Gordon Tanner;/actor/gordon-tanner/;Gen. Faceman;51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Burnell Tucker;/actor/burnell-tucker/;Mandrake' aide (uncredited);51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Victor Harrington;/actor/victor-harrington/;War Room Aide (uncredited);51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Peter Evans;/actor/peter-evans-5/;War Room Aide (uncredited);51218;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Maya Deren;/actor/maya-deren/;The Woman;34848;Meshes of the Afternoon
Alexander Hammid;/actor/alexander-hammid-1/;The Man;34848;Meshes of the Afternoon
Judy Garland;/actor/judy-garland/;Dorothy Gale;51494;The Wizard of Oz
Ray Bolger;/actor/ray-bolger/;"""Hunk"" / Scarecrow";51494;The Wizard of Oz
Jack Haley;/actor/jack-haley-1/;"""Hickory"" / Tin Man";51494;The Wizard of Oz
Bert Lahr;/actor/bert-lahr/;"""Zeke"" / Cowardly Lion";51494;The Wizard of Oz
Frank Morgan;/actor/frank-morgan/;Professor Marvel / The Wizard of Oz;51494;The Wizard of Oz
Margaret Hamilton;/actor/margaret-hamilton/;Miss Gulch / Wicked Witch of the West;51494;The Wizard of Oz
Billie Burke;/actor/billie-burke/;Glinda;51494;The Wizard of Oz
Charley Grapewin;/actor/charley-grapewin/;Uncle Henry;51494;The Wizard of Oz
Pat Walshe;/actor/pat-walshe/;Nikko;51494;The Wizard of Oz
Clara Blandick;/actor/clara-blandick/;Auntie Em;51494;The Wizard of Oz
Terry;/actor/terry-1/;Toto;51494;The Wizard of Oz
Adriana Caselotti;/actor/adriana-caselotti/;Juliet (voice) (uncredited);51494;The Wizard of Oz
Harry Earles;/actor/harry-earles/;Lollipop Guild Member (uncredited);51494;The Wizard of Oz
Jerry Maren;/actor/jerry-maren/;Lollipop Guild Member (uncredited);51494;The Wizard of Oz
Buddy Ebsen;/actor/buddy-ebsen/;Tin Man (singing voice) (uncredited);51494;The Wizard of Oz
Parnell St. Aubin;/actor/parnell-st-aubin/;Munchkin (uncredited);51494;The Wizard of Oz
Billy Bletcher;/actor/billy-bletcher/;Mayor / Lollipop Guild Member (voice) (uncredited);51494;The Wizard of Oz
Pinto Colvig;/actor/pinto-colvig/;Munchkins (voice) (uncredited);51494;The Wizard of Oz
Charles Becker;/actor/charles-becker/;Munchkin Mayor (uncredited);51494;The Wizard of Oz
Mitchell Lewis;/actor/mitchell-lewis/;Captain of the Winkie Guard (uncredited);51494;The Wizard of Oz
Buster Brodie;/actor/buster-brodie/;Winged Monkey (uncredited);51494;The Wizard of Oz
Ethelreda Leopold;/actor/ethelreda-leopold-1/;Emerald City Manicurist (uncredited);51494;The Wizard of Oz
Billy Curtis;/actor/billy-curtis/;Munchkin (uncredited);51494;The Wizard of Oz
Eleanor Keaton;/actor/eleanor-keaton/;Ozmite (uncredited);51494;The Wizard of Oz
Angelo Rossitto;/actor/angelo-rossitto/;Munchkin Villager (uncredited);51494;The Wizard of Oz
Meinhardt Raabe;/actor/meinhardt-raabe/;Coroner Munchkin (uncredited);51494;The Wizard of Oz
Elaine Merk Binder;/actor/elaine-merk-binder/;Munchkin (uncredited);51494;The Wizard of Oz
David Emge;/actor/david-emge/;"Stephen ""Flyboy"" Andrews";51230;Dawn of the Dead
Ken Foree;/actor/ken-foree/;Peter Washington;51230;Dawn of the Dead
Scott H. Reiniger;/actor/scott-h-reiniger/;"Roger ""Trooper"" DeMarco";51230;Dawn of the Dead
Gaylen Ross;/actor/gaylen-ross/;"Francine ""Fran"" Parker";51230;Dawn of the Dead
David Crawford;/actor/david-crawford/;Dr. James Foster;51230;Dawn of the Dead
David Early;/actor/david-early/;Sidney Berman;51230;Dawn of the Dead
Richard France;/actor/richard-france/;Dr. Milliard Rausch;51230;Dawn of the Dead
Howard Smith;/actor/howard-smith/;TV Commentator;51230;Dawn of the Dead
Daniel Dietrich;/actor/daniel-dietrich/;Dan Givens;51230;Dawn of the Dead
Fred Baker;/actor/fred-baker/;Police Commander;51230;Dawn of the Dead
James A. Baffico;/actor/james-a-baffico/;Wooley;51230;Dawn of the Dead
Rod Stouffer;/actor/rod-stouffer/;Roy Tucker;51230;Dawn of the Dead
Jese Del Gre;/actor/jese-del-gre/;Old Priest;51230;Dawn of the Dead
Clayton McKinnon;/actor/clayton-mckinnon/;Officer in Project Apt.;51230;Dawn of the Dead
John Rice;/actor/john-rice-1/;Officer in Project Apt.;51230;Dawn of the Dead
Ted Bank;/actor/ted-bank/;Officer at Police Dock;51230;Dawn of the Dead
Randy Kovitz;/actor/randy-kovitz/;Officer at Police Dock;51230;Dawn of the Dead
Patrick McCloskey;/actor/patrick-mccloskey/;Officer at Police Dock;51230;Dawn of the Dead
Joseph Pilato;/actor/joseph-pilato/;Officer at Police Dock;51230;Dawn of the Dead
Pasquale Buba;/actor/pasquale-buba/;Motorcycle Raider;51230;Dawn of the Dead
Tony Buba;/actor/tony-buba/;Motorcycle Raider;51230;Dawn of the Dead
Tom Savini;/actor/tom-savini/;Motorcycle Raider;51230;Dawn of the Dead
Larry Vaira;/actor/larry-vaira/;Motorcycle Raider;51230;Dawn of the Dead
Marty Schiff;/actor/marty-schiff/;Motorcycle Raider;51230;Dawn of the Dead
Taso N. Stavrakis;/actor/taso-n-stavrakis/;Motorcycle Raider;51230;Dawn of the Dead
Sharon Ceccatti;/actor/sharon-ceccatti/;Lead Zombie (Nurse);51230;Dawn of the Dead
Mike Christopher;/actor/mike-christopher-1/;Lead Zombie (Hare Krishna);51230;Dawn of the Dead
Clayton Hill;/actor/clayton-hill/;Lead Zombie;51230;Dawn of the Dead
John Amplas;/actor/john-amplas/;2nd Guy on Roof (uncredited);51230;Dawn of the Dead
Greg Besnak;/actor/greg-besnak/;Fu Manchu Zombie (uncredited);51230;Dawn of the Dead
Rik Billock;/actor/rik-billock/;Gray Suited Zombie (uncredited);51230;Dawn of the Dead
Christine Forrest;/actor/christine-forrest/;TV Producer / Zombie / Mall Announcer (voice) (uncredited);51230;Dawn of the Dead
Roy Frumkes;/actor/roy-frumkes/;Pie-in-Face Zombie (uncredited);51230;Dawn of the Dead
Debra Gordon;/actor/debra-gordon/;Red Turtleneck Sweater Zombie (uncredited);51230;Dawn of the Dead
Michael Gornick;/actor/michael-gornick/;Radio News Reporter (voice) (uncredited);51230;Dawn of the Dead
Jim Krut;/actor/jim-krut/;Helicopter Zombie (uncredited);51230;Dawn of the Dead
Donald Rubinstein;/actor/donald-rubinstein/;Parking Lot Zombie (uncredited);51230;Dawn of the Dead
George A. Romero;/actor/george-a-romero/;TV Director / Biker (uncredited);51230;Dawn of the Dead
Warner Shook;/actor/warner-shook/;Security Guard Zombie (uncredited);51230;Dawn of the Dead
Sara Venable;/actor/sara-venable/;Leotard Zombie (uncredited);51230;Dawn of the Dead
Laura Ziemba;/actor/laura-ziemba/;Ice Skating Rink Zombie;51230;Dawn of the Dead
Robert Williams;/actor/robert-williams-2/;Soldier in Apartment Project;51230;Dawn of the Dead
John 'Weezer' Wickerham;/actor/john-weezer-wickerham/;Black Knit Cap Sunglasses Bearded Biker;51230;Dawn of the Dead
Vickie Walters;/actor/vickie-walters/;Brown Leather Jacket Biker Chick;51230;Dawn of the Dead
Billie Walters;/actor/billie-walters/;Biker Chick Wearing Brown Headband;51230;Dawn of the Dead
Vincent Vok;/actor/vincent-vok/;WGON - TV Station Employee;51230;Dawn of the Dead
Susan Vermazen;/actor/susan-vermazen/;Dark Curly Haired Plaid Shirted Zombie;51230;Dawn of the Dead
Bobbi Van Eman;/actor/bobbi-van-eman/;Beautiful Curly Haired Female WGON-TV Technician;51230;Dawn of the Dead
Jeanette Lansel Vaira;/actor/jeanette-lansel-vaira/;Biker Chick;51230;Dawn of the Dead
Danny Vail;/actor/danny-vail/;Mall Zombie;51230;Dawn of the Dead
Milt Thompson;/actor/milt-thompson/;Checkered Shirted Zombie Who Attacks Stephen;51230;Dawn of the Dead
Ralph Tallo;/actor/ralph-tallo/;Stephen's Grey Suited Airport Zombie Attacker;51230;Dawn of the Dead
Stephen M. Silverman;/actor/stephen-m-silverman/;Zombie;51230;Dawn of the Dead
Donna Siegel;/actor/donna-siegel/;Dark Haired Light Brown Bloused Woman;51230;Dawn of the Dead
Gina Sestak;/actor/gina-sestak/;Longhaired Glasses Zombie;51230;Dawn of the Dead
Frank A. Serrao;/actor/frank-a-serrao/;Fat Grey-Suited Zombie;51230;Dawn of the Dead
Mike Savini;/actor/mike-savini/;Zombie Boy in Airport Chart House;51230;Dawn of the Dead
Donna Savini;/actor/donna-savini/;Zombie Girl in Airport Chart House;51230;Dawn of the Dead
Charlie Peters;/actor/charlie-peters/;Bearded White Collared Shirted WGON-TV Crew Member;51230;Dawn of the Dead
Jeff Paul;/actor/jeff-paul/;Biker Who Shoots Flyboy;51230;Dawn of the Dead
Ken Nagin;/actor/ken-nagin/;Pendant Headband Biker with Axe;51230;Dawn of the Dead
Robert V. Michelucci;/actor/robert-v-michelucci/;Bearded Scope Zombie / Zombie Who Attacks Mousey;51230;Dawn of the Dead
Doug Mertz;/actor/doug-mertz/;Preppie Zombie - 2nd Pie-In Face;51230;Dawn of the Dead
Molly McCloskey;/actor/molly-mccloskey/;Lovely Woman at WGON (uncredited);51230;Dawn of the Dead
Nicholas Mastandrea;/actor/nicholas-mastandrea/;Mall Zombie Outside Gun Store;51230;Dawn of the Dead
Leonard Lies;/actor/leonard-lies/;Machete Zombie;51230;Dawn of the Dead
Ed Letteri;/actor/ed-letteri/;Long-Haired Man by Door at WGON-TV;51230;Dawn of the Dead
Maxine Lapiduss;/actor/maxine-lapiduss/;Redhead Zombie Outside J.C. Penny;51230;Dawn of the Dead
Robert Langer;/actor/robert-langer/;Mustachioed Plaid-Shirted Zombie Eating Bikers' Flesh;51230;Dawn of the Dead
Ralph Langer;/actor/ralph-langer/;Green Collared-Shirted Zombie in Ice Skating Rink;51230;Dawn of the Dead
Tommy Lafitte;/actor/tommy-lafitte/;Miguel, The Zombie;51230;Dawn of the Dead
'Wild Bill' Laczko;/actor/wild-bill-laczko/;Head Bandage Redneck;51230;Dawn of the Dead
Katherine Kolbert;/actor/katherine-kolbert/;Brunette Biker Chick Throwing Pies and Cakes;51230;Dawn of the Dead
C. Courtney Joyner;/actor/c-courtney-joyner/;Zombie Wearing Eyeglasses;51230;Dawn of the Dead
Jeannie Jefferies;/actor/jeannie-jefferies/;Blonde Zombie Who Attacks Roger in Truck;51230;Dawn of the Dead
Jon Hayden;/actor/jon-hayden/;Featured Zombie;51230;Dawn of the Dead
John Harrison;/actor/john-harrison-2/;Screwdriver Zombie;51230;Dawn of the Dead
