letterboxd_id;letterboxd_shorttitle;letterboxd_longtitle;letterboxd_slug;letterboxd_url;imdb_url;tmdb_url;tmdb_id;release_year;duration;avg_rating
28440;Do or Die;Do or Die (1991);do-or-die;https://letterboxd.com/film/do-or-die/;http://www.imdb.com/title/tt0101744/maindetails;https://www.themoviedb.org/movie/35739;35739;1991;97;2.72
51707;Raising Arizona;Raising Arizona (1987);raising-arizona;https://letterboxd.com/film/raising-arizona/;http://www.imdb.com/title/tt0093822/maindetails;https://www.themoviedb.org/movie/378;378;1987;94;3.88
46175;Perfect Blue;Perfect Blue (1997);perfect-blue;https://letterboxd.com/film/perfect-blue/;http://www.imdb.com/title/tt0156887/maindetails;https://www.themoviedb.org/movie/10494;10494;1997;82;4.38
192720;A Hard Day;A Hard Day (2014);a-hard-day;https://letterboxd.com/film/a-hard-day/;http://www.imdb.com/title/tt3697626/maindetails;https://www.themoviedb.org/movie/269494;269494;2014;111;3.64
41291;The Last Days of Disco;The Last Days of Disco (1998);the-last-days-of-disco;https://letterboxd.com/film/the-last-days-of-disco/;http://www.imdb.com/title/tt0120728/maindetails;https://www.themoviedb.org/movie/16980;16980;1998;113;3.78
49930;Frankenstein;Frankenstein (1931);frankenstein-1931;https://letterboxd.com/film/frankenstein-1931/;http://www.imdb.com/title/tt0021884/maindetails;https://www.themoviedb.org/movie/3035;3035;1931;70;3.77
26694;Ó Paí, Ó: Look at This;Ó Paí, Ó: Look at This (2007);o-pai-o-look-at-this;https://letterboxd.com/film/o-pai-o-look-at-this/;http://www.imdb.com/title/tt0895777/maindetails;https://www.themoviedb.org/movie/37817;37817;2007;92;3.80
373808;Wolfwalkers;Wolfwalkers (2020);wolfwalkers;https://letterboxd.com/film/wolfwalkers/;http://www.imdb.com/title/tt5198068/maindetails;https://www.themoviedb.org/movie/441130;441130;2020;102;4.23
21517;The Heroic Trio;The Heroic Trio (1993);the-heroic-trio;https://letterboxd.com/film/the-heroic-trio/;http://www.imdb.com/title/tt0105619/maindetails;https://www.themoviedb.org/movie/43636;43636;1993;88;3.61
446482;Paddington in Peru;Paddington in Peru (2024);paddington-in-peru;https://letterboxd.com/film/paddington-in-peru/;http://www.imdb.com/title/tt5822536/maindetails;https://www.themoviedb.org/movie/516729;516729;2024;106;3.41
395072;Shadow;Shadow (2018);shadow-2018;https://letterboxd.com/film/shadow-2018/;http://www.imdb.com/title/tt6864046/maindetails;https://www.themoviedb.org/movie/463319;463319;2018;116;3.63
957050;Superman;Superman (2025);superman-2025;https://letterboxd.com/film/superman-2025/;http://www.imdb.com/title/tt5950044/maindetails;https://www.themoviedb.org/movie/1061474;1061474;2025;130;3.85
47354;To Wong Foo, Thanks for Everything! Julie Newmar;To Wong Foo, Thanks for Everything! Julie Newmar (1995);to-wong-foo-thanks-for-everything-julie-newmar;https://letterboxd.com/film/to-wong-foo-thanks-for-everything-julie-newmar/;http://www.imdb.com/title/tt0114682/maindetails;https://www.themoviedb.org/movie/9090;9090;1995;108;4.07
51291;Total Recall;Total Recall (1990);total-recall;https://letterboxd.com/film/total-recall/;http://www.imdb.com/title/tt0100802/maindetails;https://www.themoviedb.org/movie/861;861;1990;113;3.82
51946;Run Lola Run;Run Lola Run (1998);run-lola-run;https://letterboxd.com/film/run-lola-run/;http://www.imdb.com/title/tt0130827/maindetails;https://www.themoviedb.org/movie/104;104;1998;80;3.86
51047;Pan's Labyrinth;Pan's Labyrinth (2006);pans-labyrinth;https://letterboxd.com/film/pans-labyrinth/;http://www.imdb.com/title/tt0457430/maindetails;https://www.themoviedb.org/movie/1417;1417;2006;118;4.15
50894;Bill & Ted's Excellent Adventure;Bill & Ted's Excellent Adventure (1989);bill-teds-excellent-adventure;https://letterboxd.com/film/bill-teds-excellent-adventure/;http://www.imdb.com/title/tt0096928/maindetails;https://www.themoviedb.org/movie/1648;1648;1989;90;3.67
51827;Bride of Frankenstein;Bride of Frankenstein (1935);bride-of-frankenstein;https://letterboxd.com/film/bride-of-frankenstein/;http://www.imdb.com/title/tt0026138/maindetails;https://www.themoviedb.org/movie/229;229;1935;75;3.96
34615;Phantom of the Paradise;Phantom of the Paradise (1974);phantom-of-the-paradise;https://letterboxd.com/film/phantom-of-the-paradise/;http://www.imdb.com/title/tt0071994/maindetails;https://www.themoviedb.org/movie/27327;27327;1974;92;4.13
277413;Swiss Army Man;Swiss Army Man (2016);swiss-army-man;https://letterboxd.com/film/swiss-army-man/;http://www.imdb.com/title/tt4034354/maindetails;https://www.themoviedb.org/movie/347031;347031;2016;97;3.67
51744;Faster, Pussycat! Kill! Kill!;Faster, Pussycat! Kill! Kill! (1965);faster-pussycat-kill-kill;https://letterboxd.com/film/faster-pussycat-kill-kill/;http://www.imdb.com/title/tt0059170/maindetails;https://www.themoviedb.org/movie/315;315;1965;83;3.63
47367;Tarantula;Tarantula (1955);tarantula;https://letterboxd.com/film/tarantula/;http://www.imdb.com/title/tt0048696/maindetails;https://www.themoviedb.org/movie/9077;9077;1955;80;3.12
34941;Troll 2;Troll 2 (1990);troll-2;https://letterboxd.com/film/troll-2/;http://www.imdb.com/title/tt0105643/maindetails;https://www.themoviedb.org/movie/26914;26914;1990;95;2.35
1104348;The Secret Agent;The Secret Agent (2025);the-secret-agent-2025;https://letterboxd.com/film/the-secret-agent-2025/;http://www.imdb.com/title/tt27847051/maindetails;https://www.themoviedb.org/movie/1220564;1220564;2025;161;3.86
44925;Yojimbo;Yojimbo (1961);yojimbo;https://letterboxd.com/film/yojimbo/;http://www.imdb.com/title/tt0055630/maindetails;https://www.themoviedb.org/movie/11878;11878;1961;110;4.30
43471;The Last Dragon;The Last Dragon (1985);the-last-dragon;https://letterboxd.com/film/the-last-dragon/;http://www.imdb.com/title/tt0089461/maindetails;https://www.themoviedb.org/movie/13938;13938;1985;108;3.45
755564;The Holdovers;The Holdovers (2023);the-holdovers;https://letterboxd.com/film/the-holdovers/;http://www.imdb.com/title/tt14849194/maindetails;https://www.themoviedb.org/movie/840430;840430;2023;133;4.25
50163;Batman;Batman (1966);batman-1966;https://letterboxd.com/film/batman-1966/;http://www.imdb.com/title/tt0060153/maindetails;https://www.themoviedb.org/movie/2661;2661;1966;105;3.32
51664;Cube;Cube (1997);cube;https://letterboxd.com/film/cube/;http://www.imdb.com/title/tt0123755/maindetails;https://www.themoviedb.org/movie/431;431;1997;90;3.27
29884;Millennium Actress;Millennium Actress (2001);millennium-actress;https://letterboxd.com/film/millennium-actress/;http://www.imdb.com/title/tt0291350/maindetails;https://www.themoviedb.org/movie/33320;33320;2001;87;4.23
41742;Jesus Christ Vampire Hunter;Jesus Christ Vampire Hunter (2001);jesus-christ-vampire-hunter;https://letterboxd.com/film/jesus-christ-vampire-hunter/;http://www.imdb.com/title/tt0311361/maindetails;https://www.themoviedb.org/movie/16209;16209;2001;85;3.25
51930;The Lord of the Rings: The Fellowship of the Ring;The Lord of the Rings: The Fellowship of the Ring (2001);the-lord-of-the-rings-the-fellowship-of-the-ring;https://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/;http://www.imdb.com/title/tt0120737/maindetails;https://www.themoviedb.org/movie/120;120;2001;179;4.39
51929;The Lord of the Rings: The Two Towers;The Lord of the Rings: The Two Towers (2002);the-lord-of-the-rings-the-two-towers;https://letterboxd.com/film/the-lord-of-the-rings-the-two-towers/;http://www.imdb.com/title/tt0167261/maindetails;https://www.themoviedb.org/movie/121;121;2002;179;4.43
51928;The Lord of the Rings: The Return of the King;The Lord of the Rings: The Return of the King (2003);the-lord-of-the-rings-the-return-of-the-king;https://letterboxd.com/film/the-lord-of-the-rings-the-return-of-the-king/;http://www.imdb.com/title/tt0167260/maindetails;https://www.themoviedb.org/movie/122;122;2003;201;4.54
47221;Death Becomes Her;Death Becomes Her (1992);death-becomes-her;https://letterboxd.com/film/death-becomes-her/;http://www.imdb.com/title/tt0104070/maindetails;https://www.themoviedb.org/movie/9374;9374;1992;104;3.75
51287;The Running Man;The Running Man (1987);the-running-man;https://letterboxd.com/film/the-running-man/;http://www.imdb.com/title/tt0093894/maindetails;https://www.themoviedb.org/movie/865;865;1987;101;3.15
