key;value;link;film_id;film_title
studio;Focus Features;/studio/focus-features/;359505;Nosferatu
studio;Studio 8;/studio/studio-8/;359505;Nosferatu
studio;Maiden Voyage Pictures;/studio/maiden-voyage-pictures/;359505;Nosferatu
studio;Birch Hill Road Entertainment;/studio/birch-hill-road-entertainment/;359505;Nosferatu
country;USA;/films/country/usa/;359505;Nosferatu
language;English;/films/language/english/;359505;Nosferatu
language;Russian;/films/language/russian/;359505;Nosferatu
language;German;/films/language/german/;359505;Nosferatu
language;Latin;/films/language/latin/;359505;Nosferatu
language;Romanian;/films/language/romanian/;359505;Nosferatu
language;English;/films/language/english/;359505;Nosferatu
studio;Cre Film;/studio/cre-film/;959540;Anora
studio;FilmNation Entertainment;/studio/filmnation-entertainment/;959540;Anora
country;USA;/films/country/usa/;959540;Anora
language;English;/films/language/english/;959540;Anora
language;English;/films/language/english/;959540;Anora
language;Russian;/films/language/russian/;959540;Anora
language;Armenian;/films/language/armenian/;959540;Anora
studio;Centropolis Entertainment;/studio/centropolis-entertainment/;47555;Eight Legged Freaks
studio;Village Roadshow Pictures;/studio/village-roadshow-pictures/;47555;Eight Legged Freaks
studio;NPV Entertainment;/studio/npv-entertainment/;47555;Eight Legged Freaks
studio;Electric Entertainment;/studio/electric-entertainment/;47555;Eight Legged Freaks
studio;Warner Bros. Pictures;/studio/warner-bros-pictures/;47555;Eight Legged Freaks
country;Australia;/films/country/australia/;47555;Eight Legged Freaks
country;USA;/films/country/usa/;47555;Eight Legged Freaks
language;English;/films/language/english/;47555;Eight Legged Freaks
studio;BoulderLight Pictures;/studio/boulderlight-pictures/;977172;Companion
studio;New Line Cinema;/studio/new-line-cinema/;977172;Companion
studio;Vertigo Entertainment;/studio/vertigo-entertainment/;977172;Companion
studio;Subconscious;/studio/subconscious/;977172;Companion
studio;Domain Entertainment;/studio/domain-entertainment/;977172;Companion
country;USA;/films/country/usa/;977172;Companion
language;English;/films/language/english/;977172;Companion
language;Russian;/films/language/russian/;977172;Companion
language;German;/films/language/german/;977172;Companion
language;Chinese;/films/language/chinese/;977172;Companion
language;English;/films/language/english/;977172;Companion
language;Spanish;/films/language/spanish/;977172;Companion
studio;A24;/studio/a24/;739691;Dream Scenario
studio;Square Peg;/studio/square-peg/;739691;Dream Scenario
studio;Saturn Films;/studio/saturn-films/;739691;Dream Scenario
country;USA;/films/country/usa/;739691;Dream Scenario
language;English;/films/language/english/;739691;Dream Scenario
language;English;/films/language/english/;739691;Dream Scenario
language;French;/films/language/french/;739691;Dream Scenario
studio;Amblin Entertainment;/studio/amblin-entertainment/;47254;The Goonies
studio;Warner Bros. Pictures;/studio/warner-bros-pictures/;47254;The Goonies
country;USA;/films/country/usa/;47254;The Goonies
language;English;/films/language/english/;47254;The Goonies
language;English;/films/language/english/;47254;The Goonies
language;Italian;/films/language/italian/;47254;The Goonies
language;Spanish;/films/language/spanish/;47254;The Goonies
language;Cantonese;/films/language/cantonese/;47254;The Goonies
studio;Indústria Cinematográfica Apolo;/studio/industria-cinematografica-apolo/;31640;At Midnight I'll Take Your Soul
country;Brazil;/films/country/brazil/;31640;At Midnight I'll Take Your Soul
language;Portuguese;/films/language/portuguese/;31640;At Midnight I'll Take Your Soul
studio;SF Studios;/studio/sf-studios-1/;51620;The Seventh Seal
country;Sweden;/films/country/sweden/;51620;The Seventh Seal
language;Swedish;/films/language/swedish/;51620;The Seventh Seal
studio;Copperheart Entertainment;/studio/copperheart-entertainment/;46762;Ginger Snaps
country;Canada;/films/country/canada/;46762;Ginger Snaps
language;English;/films/language/english/;46762;Ginger Snaps
studio;New World Pictures;/studio/new-world-pictures/;44012;Death Race 2000
country;USA;/films/country/usa/;44012;Death Race 2000
language;English;/films/language/english/;44012;Death Race 2000
studio;Malibu Bay Films;/studio/malibu-bay-films/;28440;Do or Die
country;USA;/films/country/usa/;28440;Do or Die
language;English;/films/language/english/;28440;Do or Die
studio;Circle Films;/studio/circle-films/;51707;Raising Arizona
country;USA;/films/country/usa/;51707;Raising Arizona
language;English;/films/language/english/;51707;Raising Arizona
studio;Madhouse;/studio/madhouse-1/;46175;Perfect Blue
studio;Rex Entertainment;/studio/rex-entertainment-1/;46175;Perfect Blue
studio;Kotobuki Seihan Printing;/studio/kotobuki-seihan-printing/;46175;Perfect Blue
studio;Asahi Broadcasting Corporation;/studio/asahi-broadcasting-corporation/;46175;Perfect Blue
studio;Fangs Co.;/studio/fangs-co/;46175;Perfect Blue
studio;ONIRO;/studio/oniro/;46175;Perfect Blue
country;Japan;/films/country/japan/;46175;Perfect Blue
language;Japanese;/films/language/japanese/;46175;Perfect Blue
studio;Dasepo Club;/studio/dasepo-club/;192720;A Hard Day
studio;AD406;/studio/ad406/;192720;A Hard Day
country;South Korea;/films/country/south-korea/;192720;A Hard Day
language;Korean;/films/language/korean/;192720;A Hard Day
studio;Castle Rock Entertainment;/studio/castle-rock-entertainment/;41291;The Last Days of Disco
studio;Westerly Films;/studio/westerly-films/;41291;The Last Days of Disco
country;USA;/films/country/usa/;41291;The Last Days of Disco
language;English;/films/language/english/;41291;The Last Days of Disco
studio;Universal Pictures;/studio/universal-pictures/;49930;Frankenstein
country;USA;/films/country/usa/;49930;Frankenstein
language;English;/films/language/english/;49930;Frankenstein
language;Latin;/films/language/latin/;49930;Frankenstein
language;English;/films/language/english/;49930;Frankenstein
studio;Globo Filmes;/studio/globo-filmes/;26694;Ó Paí, Ó: Look at This
studio;Dueto Filmes;/studio/dueto-filmes/;26694;Ó Paí, Ó: Look at This
studio;Dezenove Som e Imagem;/studio/dezenove-som-e-imagem/;26694;Ó Paí, Ó: Look at This
country;Brazil;/films/country/brazil/;26694;Ó Paí, Ó: Look at This
language;Portuguese;/films/language/portuguese/;26694;Ó Paí, Ó: Look at This
studio;Cartoon Saloon;/studio/cartoon-saloon/;373808;Wolfwalkers
studio;Melusine Productions;/studio/melusine-productions/;373808;Wolfwalkers
studio;Haut et Court;/studio/haut-et-court/;373808;Wolfwalkers
studio;Canal+;/studio/canal-3/;373808;Wolfwalkers
studio;RTÉ;/studio/rte-1/;373808;Wolfwalkers
studio;OCS;/studio/ocs/;373808;Wolfwalkers
studio;Folivari;/studio/folivari/;373808;Wolfwalkers
studio;GKIDS;/studio/gkids/;373808;Wolfwalkers
studio;Value & Power Culture Communications;/studio/value-power-culture-communications/;373808;Wolfwalkers
studio;Fís Éireann/Screen Ireland;/studio/fis-eireann-screen-ireland-1/;373808;Wolfwalkers
country;France;/films/country/france/;373808;Wolfwalkers
country;Ireland;/films/country/ireland/;373808;Wolfwalkers
country;Luxembourg;/films/country/luxembourg/;373808;Wolfwalkers
country;USA;/films/country/usa/;373808;Wolfwalkers
country;China;/films/country/china/;373808;Wolfwalkers
language;English;/films/language/english/;373808;Wolfwalkers
language;Irish;/films/language/irish/;373808;Wolfwalkers
language;English;/films/language/english/;373808;Wolfwalkers
studio;Paka Hill Film Production Co.;/studio/paka-hill-film-production-co/;21517;The Heroic Trio
studio;China Entertainment Films Production;/studio/china-entertainment-films-production/;21517;The Heroic Trio
country;Hong Kong;/films/country/hong-kong/;21517;The Heroic Trio
language;Cantonese;/films/language/cantonese/;21517;The Heroic Trio
studio;Kinoshita Group;/studio/kinoshita-group/;446482;Paddington in Peru
studio;Marmalade Pictures;/studio/marmalade-pictures/;446482;Paddington in Peru
studio;StudioCanal;/studio/studiocanal-2/;446482;Paddington in Peru
country;UK;/films/country/uk/;446482;Paddington in Peru
country;Japan;/films/country/japan/;446482;Paddington in Peru
language;English;/films/language/english/;446482;Paddington in Peru
language;English;/films/language/english/;446482;Paddington in Peru
language;Spanish;/films/language/spanish/;446482;Paddington in Peru
studio;Village Roadshow Pictures Asia;/studio/village-roadshow-pictures-asia/;395072;Shadow
studio;LeVision Pictures;/studio/levision-pictures/;395072;Shadow
studio;Bona Film Group;/studio/bona-film-group/;395072;Shadow
studio;Perfect Village Entertainment;/studio/perfect-village-entertainment/;395072;Shadow
studio;Tencent Pictures;/studio/tencent-pictures/;395072;Shadow
country;China;/films/country/china/;395072;Shadow
country;Hong Kong;/films/country/hong-kong/;395072;Shadow
language;Chinese;/films/language/chinese/;395072;Shadow
studio;DC Studios;/studio/dc-studios/;957050;Superman
studio;Troll Court Entertainment;/studio/troll-court-entertainment/;957050;Superman
studio;The Safran Company;/studio/the-safran-company/;957050;Superman
studio;Domain Entertainment;/studio/domain-entertainment/;957050;Superman
country;USA;/films/country/usa/;957050;Superman
language;English;/films/language/english/;957050;Superman
studio;Amblin Entertainment;/studio/amblin-entertainment/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
studio;Universal Pictures;/studio/universal-pictures/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
country;USA;/films/country/usa/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
language;English;/films/language/english/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
studio;Carolco Pictures;/studio/carolco-pictures-1/;51291;Total Recall
studio;Ronald Shusett/Gary Goldman Productions;/studio/ronald-shusett-gary-goldman/;51291;Total Recall
country;USA;/films/country/usa/;51291;Total Recall
language;English;/films/language/english/;51291;Total Recall
studio;X Filme Creative Pool;/studio/x-filme-creative-pool-1/;51946;Run Lola Run
country;Germany;/films/country/germany/;51946;Run Lola Run
language;German;/films/language/german/;51946;Run Lola Run
language;German;/films/language/german/;51946;Run Lola Run
language;English;/films/language/english/;51946;Run Lola Run
language;Japanese;/films/language/japanese/;51946;Run Lola Run
studio;Estudios Picasso;/studio/estudios-picasso/;51047;Pan's Labyrinth
studio;Esperanto Filmoj;/studio/esperanto-filmoj/;51047;Pan's Labyrinth
studio;Tequila Gang;/studio/tequila-gang/;51047;Pan's Labyrinth
studio;Telecinco Cinema;/studio/telecinco-cinema-1/;51047;Pan's Labyrinth
country;Mexico;/films/country/mexico/;51047;Pan's Labyrinth
country;Spain;/films/country/spain/;51047;Pan's Labyrinth
country;USA;/films/country/usa/;51047;Pan's Labyrinth
language;Spanish;/films/language/spanish/;51047;Pan's Labyrinth
studio;DEG;/studio/deg-1/;50894;Bill & Ted's Excellent Adventure
studio;Nelson Entertainment;/studio/nelson-entertainment/;50894;Bill & Ted's Excellent Adventure
studio;Interscope Communications;/studio/interscope-communications/;50894;Bill & Ted's Excellent Adventure
studio;Soisson/Murphy Productions;/studio/soisson-murphy-productions/;50894;Bill & Ted's Excellent Adventure
country;USA;/films/country/usa/;50894;Bill & Ted's Excellent Adventure
language;English;/films/language/english/;50894;Bill & Ted's Excellent Adventure
language;English;/films/language/english/;50894;Bill & Ted's Excellent Adventure
language;French;/films/language/french/;50894;Bill & Ted's Excellent Adventure
language;German;/films/language/german/;50894;Bill & Ted's Excellent Adventure
language;Greek (modern);/films/language/greekmodern/;50894;Bill & Ted's Excellent Adventure
studio;Universal Pictures;/studio/universal-pictures/;51827;Bride of Frankenstein
studio;James Whale Productions;/studio/james-whale-productions/;51827;Bride of Frankenstein
country;USA;/films/country/usa/;51827;Bride of Frankenstein
language;English;/films/language/english/;51827;Bride of Frankenstein
studio;Harbor Productions;/studio/harbor-productions/;34615;Phantom of the Paradise
studio;Pressman-Williams;/studio/pressman-williams/;34615;Phantom of the Paradise
country;USA;/films/country/usa/;34615;Phantom of the Paradise
language;English;/films/language/english/;34615;Phantom of the Paradise
studio;BlackBird;/studio/blackbird/;277413;Swiss Army Man
studio;Tadmor;/studio/tadmor/;277413;Swiss Army Man
studio;Astrakan Films;/studio/astrakan-films-ab/;277413;Swiss Army Man
studio;Cold Iron Pictures;/studio/cold-iron-pictures/;277413;Swiss Army Man
studio;Prettybird;/studio/prettybird/;277413;Swiss Army Man
country;USA;/films/country/usa/;277413;Swiss Army Man
language;English;/films/language/english/;277413;Swiss Army Man
studio;Eve Productions Inc.;/studio/eve-productions-inc/;51744;Faster, Pussycat! Kill! Kill!
country;USA;/films/country/usa/;51744;Faster, Pussycat! Kill! Kill!
language;English;/films/language/english/;51744;Faster, Pussycat! Kill! Kill!
studio;Universal Pictures;/studio/universal-pictures/;47367;Tarantula
country;USA;/films/country/usa/;47367;Tarantula
language;English;/films/language/english/;47367;Tarantula
studio;Filmirage;/studio/filmirage/;34941;Troll 2
country;Italy;/films/country/italy/;34941;Troll 2
country;USA;/films/country/usa/;34941;Troll 2
language;English;/films/language/english/;34941;Troll 2
studio;Lemming Film;/studio/lemming-film/;1104348;The Secret Agent
studio;One Two Films;/studio/one-two-films/;1104348;The Secret Agent
studio;CinemaScópio;/studio/cinemascopio-1/;1104348;The Secret Agent
studio;ARTE France Cinéma;/studio/arte-france-cinema-5/;1104348;The Secret Agent
studio;MK Productions;/studio/mk-productions-1/;1104348;The Secret Agent
studio;Primo Content;/studio/primo-content/;1104348;The Secret Agent
studio;Agência Nacional do Cinema - ANCINE;/studio/agencia-nacional-do-cinema-ancine-1/;1104348;The Secret Agent
studio;Banco Regional de Desenvolvimento do Extremo Sul;/studio/banco-regional-de-desenvolvimento-do-extremo-sul/;1104348;The Secret Agent
studio;Fundo Setorial do Audiovisual;/studio/fundo-setorial-do-audiovisual/;1104348;The Secret Agent
country;Brazil;/films/country/brazil/;1104348;The Secret Agent
country;France;/films/country/france/;1104348;The Secret Agent
country;Germany;/films/country/germany/;1104348;The Secret Agent
country;Netherlands;/films/country/netherlands/;1104348;The Secret Agent
country;Argentina;/films/country/argentina/;1104348;The Secret Agent
language;Portuguese;/films/language/portuguese/;1104348;The Secret Agent
language;English;/films/language/english/;1104348;The Secret Agent
language;German;/films/language/german/;1104348;The Secret Agent
language;Portuguese;/films/language/portuguese/;1104348;The Secret Agent
studio;TOHO;/studio/toho/;44925;Yojimbo
country;Japan;/films/country/japan/;44925;Yojimbo
language;Japanese;/films/language/japanese/;44925;Yojimbo
studio;TriStar Pictures;/studio/tristar-pictures-1/;43471;The Last Dragon
studio;Motown Productions;/studio/motown-productions/;43471;The Last Dragon
studio;Tri-Star-Delphi III Productions;/studio/tri-star-delphi-iii-productions/;43471;The Last Dragon
country;USA;/films/country/usa/;43471;The Last Dragon
language;English;/films/language/english/;43471;The Last Dragon
language;Cantonese;/films/language/cantonese/;43471;The Last Dragon
language;English;/films/language/english/;43471;The Last Dragon
studio;Miramax;/studio/miramax-1/;755564;The Holdovers
studio;Gran Via Productions;/studio/gran-via-productions/;755564;The Holdovers
country;USA;/films/country/usa/;755564;The Holdovers
language;English;/films/language/english/;755564;The Holdovers
studio;William Dozier Productions;/studio/william-dozier-productions/;50163;Batman
studio;20th Century Fox;/studio/20th-century-fox/;50163;Batman
studio;Greenlawn Productions;/studio/greenlawn-productions/;50163;Batman
country;USA;/films/country/usa/;50163;Batman
language;English;/films/language/english/;50163;Batman
studio;Cube Libre;/studio/cube-libre/;51664;Cube
studio;The Feature Film Project;/studio/feature-film-project/;51664;Cube
country;Canada;/films/country/canada/;51664;Cube
language;English;/films/language/english/;51664;Cube
language;German;/films/language/german/;51664;Cube
language;English;/films/language/english/;51664;Cube
studio;Madhouse;/studio/madhouse-1/;29884;Millennium Actress
country;Japan;/films/country/japan/;29884;Millennium Actress
language;Japanese;/films/language/japanese/;29884;Millennium Actress
studio;Odessa Filmworks Inc.;/studio/odessa-filmworks-inc/;41742;Jesus Christ Vampire Hunter
country;Canada;/films/country/canada/;41742;Jesus Christ Vampire Hunter
language;English;/films/language/english/;41742;Jesus Christ Vampire Hunter
studio;New Line Cinema;/studio/new-line-cinema/;51930;The Lord of the Rings: The Fellowship of the Ring
studio;WingNut Films;/studio/wingnut-films/;51930;The Lord of the Rings: The Fellowship of the Ring
studio;The Saul Zaentz Company;/studio/the-saul-zaentz-company/;51930;The Lord of the Rings: The Fellowship of the Ring
country;New Zealand;/films/country/new-zealand/;51930;The Lord of the Rings: The Fellowship of the Ring
country;USA;/films/country/usa/;51930;The Lord of the Rings: The Fellowship of the Ring
language;English;/films/language/english/;51930;The Lord of the Rings: The Fellowship of the Ring
studio;New Line Cinema;/studio/new-line-cinema/;51929;The Lord of the Rings: The Two Towers
studio;WingNut Films;/studio/wingnut-films/;51929;The Lord of the Rings: The Two Towers
studio;The Saul Zaentz Company;/studio/the-saul-zaentz-company/;51929;The Lord of the Rings: The Two Towers
country;New Zealand;/films/country/new-zealand/;51929;The Lord of the Rings: The Two Towers
country;USA;/films/country/usa/;51929;The Lord of the Rings: The Two Towers
language;English;/films/language/english/;51929;The Lord of the Rings: The Two Towers
studio;New Line Cinema;/studio/new-line-cinema/;51928;The Lord of the Rings: The Return of the King
studio;WingNut Films;/studio/wingnut-films/;51928;The Lord of the Rings: The Return of the King
studio;The Saul Zaentz Company;/studio/the-saul-zaentz-company/;51928;The Lord of the Rings: The Return of the King
country;New Zealand;/films/country/new-zealand/;51928;The Lord of the Rings: The Return of the King
country;USA;/films/country/usa/;51928;The Lord of the Rings: The Return of the King
language;English;/films/language/english/;51928;The Lord of the Rings: The Return of the King
studio;Universal Pictures;/studio/universal-pictures/;47221;Death Becomes Her
country;USA;/films/country/usa/;47221;Death Becomes Her
language;English;/films/language/english/;47221;Death Becomes Her
studio;Braveworld Productions;/studio/braveworld-productions/;51287;The Running Man
studio;Keith Barish Productions;/studio/keith-barish-productions/;51287;The Running Man
studio;TAFT Entertainment Pictures;/studio/taft-entertainment-pictures/;51287;The Running Man
country;USA;/films/country/usa/;51287;The Running Man
language;English;/films/language/english/;51287;The Running Man
language;English;/films/language/english/;51287;The Running Man
language;Italian;/films/language/italian/;51287;The Running Man
language;Japanese;/films/language/japanese/;51287;The Running Man
studio;Act III Productions;/studio/act-iii-productions/;51821;Stand by Me
country;USA;/films/country/usa/;51821;Stand by Me
language;English;/films/language/english/;51821;Stand by Me
